item,organization_id,onhand_qty,reserved_qty,available_qty,subinventory_code,locator_code,serial_number,last_update_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
ITEM-00189,101,360,0,360,QA,A05-B04-C02,,9/15/2025,0,,,ITEM ITEM-00189 has 360 units in WH QA . Available: 360; Reserved: 0.,
ITEM-00092,201,153,30,123,QA,A03-B03-C02,,9/27/2025,0,,,ITEM ITEM-00092 has 153 units in WH QA . Available: 123; Reserved: 30.,
ITEM-00198,301,145,22,123,QA,A04-B04-C01,SN5UCIAN8D,9/19/2025,0,,,ITEM ITEM-00198 has 145 units in WH QA . Available: 123; Reserved: 22.,
ITEM-00235,101,156,33,123,RM,A05-B04-C01,,10/8/2025,0,,,ITEM ITEM-00235 has 156 units in WH RM . Available: 123; Reserved: 33.,
ITEM-00091,301,143,21,122,QA,A05-B04-C02,SN9BVJ1D6G,9/24/2025,0,,,ITEM ITEM-00091 has 143 units in WH QA . Available: 122; Reserved: 21.,
ITEM-00129,101,126,4,122,QA,A03-B05-C01,SN3CV13CUG,10/17/2025,0,,,ITEM ITEM-00129 has 126 units in WH QA . Available: 122; Reserved: 4.,
ITEM-00191,101,152,31,121,QA,A03-B01-C02,SN98OM1IN8,10/1/2025,0,,,ITEM ITEM-00191 has 152 units in WH QA . Available: 121; Reserved: 31.,
ITEM-00079,201,126,5,121,RM,A03-B03-C02,SNIFVM01LR,10/15/2025,0,,,ITEM ITEM-00079 has 126 units in WH RM . Available: 121; Reserved: 5.,
ITEM-00118,102,161,41,120,STAGING,A05-B01-C01,SN7JF8UYCC,9/6/2025,0,,,ITEM ITEM-00118 has 161 units in WH STAGING . Available: 120; Reserved: 41.,
ITEM-00252,102,147,27,120,QA,A01-B02-C02,SNBA15QVO2,10/15/2025,0,,,ITEM ITEM-00252 has 147 units in WH QA . Available: 120; Reserved: 27.,
ITEM-00218,102,146,26,120,STAGING,A04-B02-C01,,10/15/2025,0,,,ITEM ITEM-00218 has 146 units in WH STAGING . Available: 120; Reserved: 26.,
ITEM-00120,103,123,3,120,WIP,A04-B02-C01,SNP7NLYH08,10/8/2025,0,,,ITEM ITEM-00120 has 123 units in WH WIP . Available: 120; Reserved: 3.,
ITEM-00221,301,121,1,120,FG,A03-B01-C01,SNXIFNOUZM,10/11/2025,0,,,ITEM ITEM-00221 has 121 units in WH FG . Available: 120; Reserved: 1.,
ITEM-00284,201,120,0,120,FG,A03-B03-C02,SN1XZ4QREY,10/4/2025,0,,,ITEM ITEM-00284 has 120 units in WH FG . Available: 120; Reserved: 0.,
ITEM-00030,301,152,33,119,RM,A02-B05-C01,SNTRWSGK5V,9/17/2025,0,,,ITEM ITEM-00030 has 152 units in WH RM . Available: 119; Reserved: 33.,
ITEM-00208,201,145,26,119,RM,A05-B04-C01,SNIY10IHNI,9/20/2025,0,,,ITEM ITEM-00208 has 145 units in WH RM . Available: 119; Reserved: 26.,
ITEM-00109,201,142,23,119,FG,A02-B04-C01,SNT65MTTAI,9/6/2025,0,,,ITEM ITEM-00109 has 142 units in WH FG . Available: 119; Reserved: 23.,
ITEM-00085,201,135,16,119,FG,A01-B05-C02,,9/25/2025,0,,,ITEM ITEM-00085 has 135 units in WH FG . Available: 119; Reserved: 16.,
ITEM-00219,102,126,8,118,RM,A03-B03-C01,,9/5/2025,0,,,ITEM ITEM-00219 has 126 units in WH RM . Available: 118; Reserved: 8.,
ITEM-00075,102,122,4,118,FG,A05-B03-C02,,9/19/2025,0,,,ITEM ITEM-00075 has 122 units in WH FG . Available: 118; Reserved: 4.,
ITEM-00091,301,121,3,118,FG,A03-B01-C02,SN2CK448IB,10/7/2025,0,,,ITEM ITEM-00091 has 121 units in WH FG . Available: 118; Reserved: 3.,
ITEM-00171,102,165,48,117,QA,A02-B05-C01,,10/16/2025,0,,,ITEM ITEM-00171 has 165 units in WH QA . Available: 117; Reserved: 48.,
ITEM-00232,102,151,34,117,STAGING,A02-B03-C02,SNPJIJWUBS,9/30/2025,0,,,ITEM ITEM-00232 has 151 units in WH STAGING . Available: 117; Reserved: 34.,
ITEM-00053,102,145,28,117,WIP,A02-B04-C01,,9/4/2025,0,,,ITEM ITEM-00053 has 145 units in WH WIP . Available: 117; Reserved: 28.,
ITEM-00044,101,124,7,117,WIP,A01-B05-C01,SN9LVZTWXR,10/4/2025,0,,,ITEM ITEM-00044 has 124 units in WH WIP . Available: 117; Reserved: 7.,
ITEM-00295,201,132,15,117,QA,A05-B02-C02,SN3U6X5UZ1,10/17/2025,0,,,ITEM ITEM-00295 has 132 units in WH QA . Available: 117; Reserved: 15.,
ITEM-00118,103,121,4,117,STAGING,A05-B03-C02,,9/12/2025,0,,,ITEM ITEM-00118 has 121 units in WH STAGING . Available: 117; Reserved: 4.,
ITEM-00173,101,126,10,116,WIP,A05-B05-C02,,10/2/2025,0,,,ITEM ITEM-00173 has 126 units in WH WIP . Available: 116; Reserved: 10.,
ITEM-00164,301,117,1,116,FG,A05-B02-C01,SN8E0BQZEE,10/5/2025,0,,,ITEM ITEM-00164 has 117 units in WH FG . Available: 116; Reserved: 1.,
ITEM-00189,102,138,23,115,QA,A03-B01-C02,SN419BKC1W,9/11/2025,0,,,ITEM ITEM-00189 has 138 units in WH QA . Available: 115; Reserved: 23.,
ITEM-00114,301,135,20,115,RM,A05-B04-C01,SNRSU84OSV,9/12/2025,0,,,ITEM ITEM-00114 has 135 units in WH RM . Available: 115; Reserved: 20.,
ITEM-00091,101,133,18,115,FG,A02-B04-C02,SN9FWVJXXJ,10/6/2025,0,,,ITEM ITEM-00091 has 133 units in WH FG . Available: 115; Reserved: 18.,
ITEM-00274,101,129,14,115,QA,A03-B02-C02,,9/30/2025,0,,,ITEM ITEM-00274 has 129 units in WH QA . Available: 115; Reserved: 14.,
ITEM-00131,101,120,5,115,QA,A04-B02-C02,,10/4/2025,0,,,ITEM ITEM-00131 has 120 units in WH QA . Available: 115; Reserved: 5.,
ITEM-00179,201,132,17,115,QA,A02-B05-C01,,10/5/2025,0,,,ITEM ITEM-00179 has 132 units in WH QA . Available: 115; Reserved: 17.,
ITEM-00076,102,124,9,115,FG,A05-B03-C01,SN40VZLPQL,10/6/2025,0,,,ITEM ITEM-00076 has 124 units in WH FG . Available: 115; Reserved: 9.,
ITEM-00109,102,138,24,114,QA,A02-B03-C02,SNNL13NCWR,10/6/2025,0,,,ITEM ITEM-00109 has 138 units in WH QA . Available: 114; Reserved: 24.,
ITEM-00159,102,138,24,114,RM,A03-B02-C02,SNX6950J0S,9/17/2025,0,,,ITEM ITEM-00159 has 138 units in WH RM . Available: 114; Reserved: 24.,
ITEM-00004,101,147,33,114,WIP,A05-B01-C02,,9/12/2025,0,,,ITEM ITEM-00004 has 147 units in WH WIP . Available: 114; Reserved: 33.,
ITEM-00035,101,145,31,114,STAGING,A05-B05-C02,SN4HIGUDOT,9/11/2025,0,,,ITEM ITEM-00035 has 145 units in WH STAGING . Available: 114; Reserved: 31.,
ITEM-00199,101,132,18,114,QA,A05-B05-C02,SNPBPA8SJO,10/5/2025,0,,,ITEM ITEM-00199 has 132 units in WH QA . Available: 114; Reserved: 18.,
ITEM-00115,101,131,17,114,QA,A03-B03-C02,,9/6/2025,0,,,ITEM ITEM-00115 has 131 units in WH QA . Available: 114; Reserved: 17.,
ITEM-00027,201,121,7,114,WIP,A01-B02-C01,,9/21/2025,0,,,ITEM ITEM-00027 has 121 units in WH WIP . Available: 114; Reserved: 7.,
ITEM-00006,102,142,29,113,RM,A04-B02-C02,SNPWDT1O33,10/12/2025,0,,,ITEM ITEM-00006 has 142 units in WH RM . Available: 113; Reserved: 29.,
ITEM-00265,102,135,22,113,QA,A02-B04-C01,,10/4/2025,0,,,ITEM ITEM-00265 has 135 units in WH QA . Available: 113; Reserved: 22.,
ITEM-00158,201,130,17,113,WIP,A02-B02-C01,SNKWUGNHXG,10/14/2025,0,,,ITEM ITEM-00158 has 130 units in WH WIP . Available: 113; Reserved: 17.,
ITEM-00031,101,133,20,113,QA,A05-B02-C02,SNA4PH3Y8R,9/14/2025,0,,,ITEM ITEM-00031 has 133 units in WH QA . Available: 113; Reserved: 20.,
ITEM-00111,103,124,11,113,RM,A02-B05-C01,SNNH3YAPVE,9/8/2025,0,,,ITEM ITEM-00111 has 124 units in WH RM . Available: 113; Reserved: 11.,
ITEM-00206,301,123,10,113,FG,A01-B03-C02,,10/16/2025,0,,,ITEM ITEM-00206 has 123 units in WH FG . Available: 113; Reserved: 10.,
ITEM-00078,103,117,4,113,QA,A01-B05-C01,,9/7/2025,0,,,ITEM ITEM-00078 has 117 units in WH QA . Available: 113; Reserved: 4.,
ITEM-00087,103,148,36,112,WIP,A03-B03-C02,,9/24/2025,0,,,ITEM ITEM-00087 has 148 units in WH WIP . Available: 112; Reserved: 36.,
ITEM-00250,102,116,4,112,STAGING,A03-B05-C01,SNMMQLFMGY,10/5/2025,0,,,ITEM ITEM-00250 has 116 units in WH STAGING . Available: 112; Reserved: 4.,
ITEM-00042,103,152,41,111,STAGING,A02-B03-C02,SN2CYNI1IX,9/29/2025,0,,,ITEM ITEM-00042 has 152 units in WH STAGING . Available: 111; Reserved: 41.,
ITEM-00170,103,150,39,111,RM,A03-B02-C01,SNGXBK13DL,9/26/2025,0,,,ITEM ITEM-00170 has 150 units in WH RM . Available: 111; Reserved: 39.,
ITEM-00186,301,137,26,111,WIP,A05-B03-C01,,9/26/2025,0,,,ITEM ITEM-00186 has 137 units in WH WIP . Available: 111; Reserved: 26.,
ITEM-00206,201,123,12,111,STAGING,A02-B03-C01,,10/17/2025,0,,,ITEM ITEM-00206 has 123 units in WH STAGING . Available: 111; Reserved: 12.,
ITEM-00150,301,120,9,111,WIP,A02-B01-C02,,10/7/2025,0,,,ITEM ITEM-00150 has 120 units in WH WIP . Available: 111; Reserved: 9.,
ITEM-00209,101,139,29,110,FG,A04-B01-C01,SNCCUUNIKT,9/25/2025,0,,,ITEM ITEM-00209 has 139 units in WH FG . Available: 110; Reserved: 29.,
ITEM-00048,101,137,27,110,RM,A01-B01-C02,SNWFK6TFIB,10/17/2025,0,,,ITEM ITEM-00048 has 137 units in WH RM . Available: 110; Reserved: 27.,
ITEM-00218,103,127,18,109,QA,A02-B03-C02,,9/26/2025,0,,,ITEM ITEM-00218 has 127 units in WH QA . Available: 109; Reserved: 18.,
ITEM-00242,103,125,16,109,FG,A03-B03-C02,,10/7/2025,0,,,ITEM ITEM-00242 has 125 units in WH FG . Available: 109; Reserved: 16.,
ITEM-00268,103,130,22,108,QA,A01-B02-C01,,9/23/2025,0,,,ITEM ITEM-00268 has 130 units in WH QA . Available: 108; Reserved: 22.,
ITEM-00109,101,142,34,108,WIP,A02-B01-C02,,9/22/2025,0,,,ITEM ITEM-00109 has 142 units in WH WIP . Available: 108; Reserved: 34.,
ITEM-00043,101,124,16,108,FG,A05-B01-C02,SNYKN5O9AI,9/6/2025,0,,,ITEM ITEM-00043 has 124 units in WH FG . Available: 108; Reserved: 16.,
ITEM-00079,301,117,9,108,STAGING,A01-B01-C01,SNQTZFJL9C,9/5/2025,0,,,ITEM ITEM-00079 has 117 units in WH STAGING . Available: 108; Reserved: 9.,
ITEM-00039,103,135,28,107,RM,A02-B03-C01,SNMJQCVOC8,10/14/2025,0,,,ITEM ITEM-00039 has 135 units in WH RM . Available: 107; Reserved: 28.,
ITEM-00294,101,125,18,107,WIP,A02-B05-C02,SNW11SVKMW,9/19/2025,0,,,ITEM ITEM-00294 has 125 units in WH WIP . Available: 107; Reserved: 18.,
ITEM-00289,101,112,5,107,STAGING,A01-B04-C01,SN05G5FQI7,9/28/2025,0,,,ITEM ITEM-00289 has 112 units in WH STAGING . Available: 107; Reserved: 5.,
ITEM-00235,103,143,37,106,STAGING,A04-B05-C02,SNUTN5F8K5,10/8/2025,0,,,ITEM ITEM-00235 has 143 units in WH STAGING . Available: 106; Reserved: 37.,
ITEM-00030,201,140,34,106,QA,A04-B05-C01,,9/28/2025,0,,,ITEM ITEM-00030 has 140 units in WH QA . Available: 106; Reserved: 34.,
ITEM-00103,301,125,19,106,FG,A02-B03-C02,SNAW5SRPUF,10/8/2025,0,,,ITEM ITEM-00103 has 125 units in WH FG . Available: 106; Reserved: 19.,
ITEM-00080,103,112,6,106,STAGING,A04-B04-C01,SNRQ9D5BL7,9/15/2025,0,,,ITEM ITEM-00080 has 112 units in WH STAGING . Available: 106; Reserved: 6.,
ITEM-00280,201,108,2,106,STAGING,A05-B02-C02,,9/20/2025,0,,,ITEM ITEM-00280 has 108 units in WH STAGING . Available: 106; Reserved: 2.,
ITEM-00169,201,140,35,105,QA,A01-B01-C01,SNHBSM62DB,9/15/2025,0,,,ITEM ITEM-00169 has 140 units in WH QA . Available: 105; Reserved: 35.,
ITEM-00232,301,121,16,105,RM,A04-B01-C02,,9/13/2025,0,,,ITEM ITEM-00232 has 121 units in WH RM . Available: 105; Reserved: 16.,
ITEM-00072,102,106,1,105,QA,A05-B04-C02,SNZG4ELEM8,10/7/2025,0,,,ITEM ITEM-00072 has 106 units in WH QA . Available: 105; Reserved: 1.,
ITEM-00050,201,123,19,104,WIP,A05-B05-C02,,10/1/2025,0,,,ITEM ITEM-00050 has 123 units in WH WIP . Available: 104; Reserved: 19.,
ITEM-00228,101,114,10,104,QA,A02-B01-C01,SN7JFI7F8T,10/16/2025,0,,,ITEM ITEM-00228 has 114 units in WH QA . Available: 104; Reserved: 10.,
ITEM-00090,102,107,3,104,STAGING,A03-B05-C02,SNCWU6XFE7,9/17/2025,0,,,ITEM ITEM-00090 has 107 units in WH STAGING . Available: 104; Reserved: 3.,
ITEM-00225,102,123,20,103,STAGING,A05-B05-C02,SNPHFC7GBT,10/8/2025,0,,,ITEM ITEM-00225 has 123 units in WH STAGING . Available: 103; Reserved: 20.,
ITEM-00047,101,118,15,103,FG,A04-B01-C02,SN58T4OA3V,9/6/2025,0,,,ITEM ITEM-00047 has 118 units in WH FG . Available: 103; Reserved: 15.,
ITEM-00038,102,116,13,103,FG,A05-B05-C02,,10/1/2025,0,,,ITEM ITEM-00038 has 116 units in WH FG . Available: 103; Reserved: 13.,
ITEM-00217,301,103,0,103,QA,A02-B04-C02,SN48JKBLIT,9/22/2025,0,,,ITEM ITEM-00217 has 103 units in WH QA . Available: 103; Reserved: 0.,
ITEM-00016,103,134,32,102,RM,A03-B03-C01,,10/15/2025,0,,,ITEM ITEM-00016 has 134 units in WH RM . Available: 102; Reserved: 32.,
ITEM-00041,201,130,28,102,QA,A02-B03-C02,,9/13/2025,0,,,ITEM ITEM-00041 has 130 units in WH QA . Available: 102; Reserved: 28.,
ITEM-00244,201,125,23,102,WIP,A04-B03-C02,,9/20/2025,0,,,ITEM ITEM-00244 has 125 units in WH WIP . Available: 102; Reserved: 23.,
ITEM-00035,301,115,13,102,RM,A04-B04-C01,SN31UKC7ZE,10/10/2025,0,,,ITEM ITEM-00035 has 115 units in WH RM . Available: 102; Reserved: 13.,
ITEM-00161,102,105,3,102,QA,A03-B01-C02,,9/26/2025,0,,,ITEM ITEM-00161 has 105 units in WH QA . Available: 102; Reserved: 3.,
ITEM-00242,201,104,2,102,WIP,A05-B04-C02,SN9G3F0OIB,9/20/2025,0,,,ITEM ITEM-00242 has 104 units in WH WIP . Available: 102; Reserved: 2.,
ITEM-00060,103,123,22,101,QA,A02-B04-C01,SNISZL4LGS,9/23/2025,0,,,ITEM ITEM-00060 has 123 units in WH QA . Available: 101; Reserved: 22.,
ITEM-00259,102,112,11,101,RM,A02-B01-C01,,9/3/2025,0,,,ITEM ITEM-00259 has 112 units in WH RM . Available: 101; Reserved: 11.,
ITEM-00018,301,106,5,101,RM,A05-B01-C02,,10/1/2025,0,,,ITEM ITEM-00018 has 106 units in WH RM . Available: 101; Reserved: 5.,
ITEM-00064,201,104,3,101,QA,A03-B04-C02,SNNQQSG8MC,10/9/2025,0,,,ITEM ITEM-00064 has 104 units in WH QA . Available: 101; Reserved: 3.,
ITEM-00131,103,136,36,100,RM,A05-B02-C01,SN16W0SN9U,10/16/2025,0,,,ITEM ITEM-00131 has 136 units in WH RM . Available: 100; Reserved: 36.,
ITEM-00191,201,124,24,100,WIP,A03-B01-C02,,9/20/2025,0,,,ITEM ITEM-00191 has 124 units in WH WIP . Available: 100; Reserved: 24.,
ITEM-00023,101,142,42,100,STAGING,A04-B02-C01,,9/28/2025,0,,,ITEM ITEM-00023 has 142 units in WH STAGING . Available: 100; Reserved: 42.,
ITEM-00279,101,128,28,100,RM,A04-B02-C01,SNE18WYUFG,9/15/2025,0,,,ITEM ITEM-00279 has 128 units in WH RM . Available: 100; Reserved: 28.,
ITEM-00093,102,103,3,100,WIP,A04-B01-C02,SNGJZHRIUC,9/10/2025,0,,,ITEM ITEM-00093 has 103 units in WH WIP . Available: 100; Reserved: 3.,
ITEM-00168,201,137,38,99,WIP,A05-B05-C01,SNUC4FLB5H,10/12/2025,0,,,ITEM ITEM-00168 has 137 units in WH WIP . Available: 99; Reserved: 38.,
ITEM-00166,301,133,34,99,STAGING,A03-B03-C01,,10/16/2025,0,,,ITEM ITEM-00166 has 133 units in WH STAGING . Available: 99; Reserved: 34.,
ITEM-00109,103,123,24,99,QA,A05-B05-C01,,9/18/2025,0,,,ITEM ITEM-00109 has 123 units in WH QA . Available: 99; Reserved: 24.,
ITEM-00079,102,121,22,99,RM,A02-B05-C01,SN0QS778YH,9/16/2025,0,,,ITEM ITEM-00079 has 121 units in WH RM . Available: 99; Reserved: 22.,
ITEM-00028,201,119,20,99,WIP,A01-B05-C01,,10/18/2025,0,,,ITEM ITEM-00028 has 119 units in WH WIP . Available: 99; Reserved: 20.,
ITEM-00243,101,121,22,99,QA,A03-B01-C01,SNUJPSL4ND,10/8/2025,0,,,ITEM ITEM-00243 has 121 units in WH QA . Available: 99; Reserved: 22.,
ITEM-00013,101,119,20,99,QA,A04-B02-C02,,10/4/2025,0,,,ITEM ITEM-00013 has 119 units in WH QA . Available: 99; Reserved: 20.,
ITEM-00056,301,113,14,99,RM,A04-B03-C02,,9/23/2025,0,,,ITEM ITEM-00056 has 113 units in WH RM . Available: 99; Reserved: 14.,
ITEM-00231,102,117,19,98,RM,A02-B03-C02,SN6JG8SMXM,9/3/2025,0,,,ITEM ITEM-00231 has 117 units in WH RM . Available: 98; Reserved: 19.,
ITEM-00164,101,102,4,98,STAGING,A02-B04-C01,,10/10/2025,0,,,ITEM ITEM-00164 has 102 units in WH STAGING . Available: 98; Reserved: 4.,
ITEM-00015,101,99,1,98,WIP,A05-B03-C01,,9/12/2025,0,,,ITEM ITEM-00015 has 99 units in WH WIP . Available: 98; Reserved: 1.,
ITEM-00040,301,113,15,98,QA,A04-B04-C02,,10/14/2025,0,,,ITEM ITEM-00040 has 113 units in WH QA . Available: 98; Reserved: 15.,
ITEM-00286,103,130,33,97,FG,A01-B01-C01,SNX8Z2JGHM,10/4/2025,0,,,ITEM ITEM-00286 has 130 units in WH FG . Available: 97; Reserved: 33.,
ITEM-00272,301,118,21,97,FG,A01-B03-C02,SNPVEZPBAX,9/26/2025,0,,,ITEM ITEM-00272 has 118 units in WH FG . Available: 97; Reserved: 21.,
ITEM-00280,102,118,21,97,RM,A05-B03-C02,,9/21/2025,0,,,ITEM ITEM-00280 has 118 units in WH RM . Available: 97; Reserved: 21.,
ITEM-00195,103,124,28,96,FG,A02-B02-C01,,10/3/2025,0,,,ITEM ITEM-00195 has 124 units in WH FG . Available: 96; Reserved: 28.,
ITEM-00096,101,117,21,96,FG,A02-B04-C01,,9/17/2025,0,,,ITEM ITEM-00096 has 117 units in WH FG . Available: 96; Reserved: 21.,
ITEM-00215,102,109,13,96,WIP,A04-B02-C01,SN7RB8NHTL,9/21/2025,0,,,ITEM ITEM-00215 has 109 units in WH WIP . Available: 96; Reserved: 13.,
ITEM-00045,201,96,0,96,STAGING,A01-B02-C02,SNGJ6TJ9BH,10/18/2025,0,,,ITEM ITEM-00045 has 96 units in WH STAGING . Available: 96; Reserved: 0.,
ITEM-00069,301,96,0,96,WIP,A03-B05-C01,SNX5XC8L15,9/5/2025,0,,,ITEM ITEM-00069 has 96 units in WH WIP . Available: 96; Reserved: 0.,
ITEM-00223,102,123,28,95,STAGING,A05-B02-C02,,9/27/2025,0,,,ITEM ITEM-00223 has 123 units in WH STAGING . Available: 95; Reserved: 28.,
ITEM-00117,201,117,22,95,STAGING,A04-B03-C01,SNX293WLJZ,9/12/2025,0,,,ITEM ITEM-00117 has 117 units in WH STAGING . Available: 95; Reserved: 22.,
ITEM-00190,201,99,4,95,STAGING,A05-B02-C01,SNE56ZX68Y,9/28/2025,0,,,ITEM ITEM-00190 has 99 units in WH STAGING . Available: 95; Reserved: 4.,
ITEM-00298,301,122,28,94,RM,A05-B03-C01,SNELUKHLJ2,9/4/2025,0,,,ITEM ITEM-00298 has 122 units in WH RM . Available: 94; Reserved: 28.,
ITEM-00229,102,121,27,94,QA,A02-B02-C02,,9/27/2025,0,,,ITEM ITEM-00229 has 121 units in WH QA . Available: 94; Reserved: 27.,
ITEM-00246,101,100,6,94,QA,A05-B04-C01,,10/5/2025,0,,,ITEM ITEM-00246 has 100 units in WH QA . Available: 94; Reserved: 6.,
ITEM-00155,201,103,9,94,RM,A04-B04-C01,,10/4/2025,0,,,ITEM ITEM-00155 has 103 units in WH RM . Available: 94; Reserved: 9.,
ITEM-00266,103,103,9,94,FG,A03-B04-C02,,9/11/2025,0,,,ITEM ITEM-00266 has 103 units in WH FG . Available: 94; Reserved: 9.,
ITEM-00040,103,98,4,94,RM,A03-B05-C02,SNKIC4PVRS,9/28/2025,0,,,ITEM ITEM-00040 has 98 units in WH RM . Available: 94; Reserved: 4.,
ITEM-00052,201,97,3,94,WIP,A03-B01-C01,SNYSUB7TJ5,10/5/2025,0,,,ITEM ITEM-00052 has 97 units in WH WIP . Available: 94; Reserved: 3.,
ITEM-00095,301,97,3,94,FG,A05-B05-C02,,10/1/2025,0,,,ITEM ITEM-00095 has 97 units in WH FG . Available: 94; Reserved: 3.,
ITEM-00073,103,126,33,93,QA,A03-B03-C01,SN68JUKD0Q,9/30/2025,0,,,ITEM ITEM-00073 has 126 units in WH QA . Available: 93; Reserved: 33.,
ITEM-00188,301,125,32,93,STAGING,A03-B04-C01,,10/16/2025,0,,,ITEM ITEM-00188 has 125 units in WH STAGING . Available: 93; Reserved: 32.,
ITEM-00248,102,125,32,93,RM,A04-B01-C01,,9/25/2025,0,,,ITEM ITEM-00248 has 125 units in WH RM . Available: 93; Reserved: 32.,
ITEM-00081,301,114,21,93,RM,A04-B01-C02,,10/14/2025,0,,,ITEM ITEM-00081 has 114 units in WH RM . Available: 93; Reserved: 21.,
ITEM-00183,201,110,17,93,FG,A04-B02-C01,SNN8XHEGVR,9/8/2025,0,,,ITEM ITEM-00183 has 110 units in WH FG . Available: 93; Reserved: 17.,
ITEM-00125,101,98,6,92,STAGING,A04-B03-C01,,10/2/2025,0,,,ITEM ITEM-00125 has 98 units in WH STAGING . Available: 92; Reserved: 6.,
ITEM-00132,201,100,8,92,WIP,A02-B05-C01,SN7Q020RQ1,10/7/2025,0,,,ITEM ITEM-00132 has 100 units in WH WIP . Available: 92; Reserved: 8.,
ITEM-00262,301,98,6,92,FG,A03-B05-C02,SNO8BWKSVO,9/22/2025,0,,,ITEM ITEM-00262 has 98 units in WH FG . Available: 92; Reserved: 6.,
ITEM-00004,301,126,35,91,FG,A04-B02-C02,,10/16/2025,0,,,ITEM ITEM-00004 has 126 units in WH FG . Available: 91; Reserved: 35.,
ITEM-00039,301,125,34,91,STAGING,A04-B04-C01,SNM0XLE2CY,9/11/2025,0,,,ITEM ITEM-00039 has 125 units in WH STAGING . Available: 91; Reserved: 34.,
ITEM-00159,102,122,31,91,STAGING,A02-B05-C01,,9/6/2025,0,,,ITEM ITEM-00159 has 122 units in WH STAGING . Available: 91; Reserved: 31.,
ITEM-00071,201,107,16,91,STAGING,A05-B01-C01,SN6YQ0OB7R,9/20/2025,0,,,ITEM ITEM-00071 has 107 units in WH STAGING . Available: 91; Reserved: 16.,
ITEM-00184,301,105,14,91,FG,A03-B02-C02,,9/21/2025,0,,,ITEM ITEM-00184 has 105 units in WH FG . Available: 91; Reserved: 14.,
ITEM-00239,102,127,37,90,RM,A02-B04-C02,,10/9/2025,0,,,ITEM ITEM-00239 has 127 units in WH RM . Available: 90; Reserved: 37.,
ITEM-00198,201,120,30,90,STAGING,A03-B03-C01,SNQHCBSS65,9/23/2025,0,,,ITEM ITEM-00198 has 120 units in WH STAGING . Available: 90; Reserved: 30.,
ITEM-00240,103,115,25,90,QA,A05-B02-C02,,9/28/2025,0,,,ITEM ITEM-00240 has 115 units in WH QA . Available: 90; Reserved: 25.,
ITEM-00014,301,109,19,90,RM,A02-B05-C02,,9/22/2025,0,,,ITEM ITEM-00014 has 109 units in WH RM . Available: 90; Reserved: 19.,
ITEM-00166,101,107,17,90,FG,A01-B03-C01,,9/28/2025,0,,,ITEM ITEM-00166 has 107 units in WH FG . Available: 90; Reserved: 17.,
ITEM-00215,301,98,8,90,FG,A01-B02-C01,SN1I1MBVVZ,9/29/2025,0,,,ITEM ITEM-00215 has 98 units in WH FG . Available: 90; Reserved: 8.,
ITEM-00179,103,109,20,89,QA,A02-B02-C02,SN2TWDEUUX,9/27/2025,0,,,ITEM ITEM-00179 has 109 units in WH QA . Available: 89; Reserved: 20.,
ITEM-00082,103,109,20,89,STAGING,A02-B02-C01,,9/8/2025,0,,,ITEM ITEM-00082 has 109 units in WH STAGING . Available: 89; Reserved: 20.,
ITEM-00173,201,108,19,89,STAGING,A03-B03-C02,,10/1/2025,0,,,ITEM ITEM-00173 has 108 units in WH STAGING . Available: 89; Reserved: 19.,
ITEM-00058,102,108,19,89,FG,A01-B01-C02,SNKY7OETA5,10/3/2025,0,,,ITEM ITEM-00058 has 108 units in WH FG . Available: 89; Reserved: 19.,
ITEM-00287,201,105,16,89,WIP,A04-B03-C02,,10/13/2025,0,,,ITEM ITEM-00287 has 105 units in WH WIP . Available: 89; Reserved: 16.,
ITEM-00018,301,104,15,89,STAGING,A01-B02-C01,,9/4/2025,0,,,ITEM ITEM-00018 has 104 units in WH STAGING . Available: 89; Reserved: 15.,
ITEM-00129,102,98,9,89,RM,A02-B02-C01,SNETL5YXBT,10/1/2025,0,,,ITEM ITEM-00129 has 98 units in WH RM . Available: 89; Reserved: 9.,
ITEM-00157,103,97,8,89,WIP,A02-B05-C01,,10/16/2025,0,,,ITEM ITEM-00157 has 97 units in WH WIP . Available: 89; Reserved: 8.,
ITEM-00206,102,90,1,89,STAGING,A03-B02-C02,SN2BT4WLLY,9/3/2025,0,,,ITEM ITEM-00206 has 90 units in WH STAGING . Available: 89; Reserved: 1.,
ITEM-00210,102,115,27,88,FG,A05-B03-C02,,10/1/2025,0,,,ITEM ITEM-00210 has 115 units in WH FG . Available: 88; Reserved: 27.,
ITEM-00249,103,108,20,88,QA,A01-B03-C01,,10/15/2025,0,,,ITEM ITEM-00249 has 108 units in WH QA . Available: 88; Reserved: 20.,
ITEM-00001,201,107,19,88,WIP,A01-B01-C02,SN7OLE1FK2,9/22/2025,0,,,ITEM ITEM-00001 has 107 units in WH WIP . Available: 88; Reserved: 19.,
ITEM-00264,301,103,15,88,QA,A05-B04-C02,SNAQA10649,10/5/2025,0,,,ITEM ITEM-00264 has 103 units in WH QA . Available: 88; Reserved: 15.,
ITEM-00257,301,101,13,88,WIP,A03-B04-C01,SNXC5CL1X5,9/23/2025,0,,,ITEM ITEM-00257 has 101 units in WH WIP . Available: 88; Reserved: 13.,
ITEM-00008,101,101,13,88,QA,A02-B03-C01,SNJRW4ACVV,10/2/2025,0,,,ITEM ITEM-00008 has 101 units in WH QA . Available: 88; Reserved: 13.,
