requisition_number,requisition_line_id,item,quantity,uom,destination_type_code,need_by_date,organization_id,po_number,so_number,requested_by_user_id,req_status,priority_code,creation_date,route,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
REQ-0000523,900484,ITEM-00262,17,CT,EXPENSE,2025-09-02,201,,SO-0000092,XGK59I,IN PROCESS,URGENT,2025-09-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000523 for 17 ITEM-00262s from WH 201 Status: IN PROCESS. Need-by: 2025-09-02. Delay: no delay. Destination: EXPENSE.,
REQ-0000085,900485,ITEM-00030,139,PK,SHOP FLOOR,2025-08-07,201,PO-0000118,,TDCRZK,IN PROCESS,URGENT,2025-09-30,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000085 for 139 ITEM-00030s from WH 201 Status: IN PROCESS. Need-by: 2025-08-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000435,900486,ITEM-00233,97,EA,INVENTORY,2025-07-13,101,,SO-0000109,VXVP44,IN PROCESS,URGENT,2025-09-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000435 for 97 ITEM-00233s from WH 101 Status: IN PROCESS. Need-by: 2025-07-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000622,900487,ITEM-00008,140,PK,EXPENSE,2025-09-27,201,PO-0000198,,CRNABM,APPROVED,STD,2025-08-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000622 for 140 ITEM-00008s from WH 201 Status: APPROVED. Need-by: 2025-09-27. Delay: no delay. Destination: EXPENSE.,
REQ-0000578,900488,ITEM-00124,147,BX,EXPENSE,2025-09-06,102,PO-0000172,,90AR7E,REJECTED,URGENT,2025-09-07,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000578 for 147 ITEM-00124s from WH 102 Status: REJECTED. Need-by: 2025-09-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000624,900489,ITEM-00131,13,PK,SHOP FLOOR,2025-05-11,102,PO-0000148,,PSM3QZ,REJECTED,URGENT,2025-10-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000624 for 13 ITEM-00131s from WH 102 Status: REJECTED. Need-by: 2025-05-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000394,900490,ITEM-00082,186,CT,SHOP FLOOR,2025-08-05,301,,SO-0000055,PWCHXY,APPROVED,URGENT,2025-08-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000394 for 186 ITEM-00082s from WH 301 Status: APPROVED. Need-by: 2025-08-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000452,900491,ITEM-00286,179,PK,SHOP FLOOR,2025-08-08,301,PO-0000026,,AHPEFF,APPROVED,URGENT,2025-08-09,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000452 for 179 ITEM-00286s from WH 301 Status: APPROVED. Need-by: 2025-08-08. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000291,900492,ITEM-00076,159,BX,INVENTORY,2025-08-21,101,,SO-0000004,TG3BXI,REQUIRES REAPPROVAL,URGENT,2025-07-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000291 for 159 ITEM-00076s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-21. Delay: no delay. Destination: INVENTORY.,
REQ-0000563,900493,ITEM-00035,103,EA,INVENTORY,2025-10-13,201,,SO-0000018,I7YWGH,IN PROCESS,URGENT,2025-07-21,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000563 for 103 ITEM-00035s from WH 201 Status: IN PROCESS. Need-by: 2025-10-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000270,900494,ITEM-00166,85,CT,INVENTORY,2025-10-17,201,PO-0000156,,9KJC0R,IN PROCESS,LOW,2025-07-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000270 for 85 ITEM-00166s from WH 201 Status: IN PROCESS. Need-by: 2025-10-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000391,900495,ITEM-00058,86,CT,INVENTORY,2025-05-30,201,,SO-0000020,BUNYEK,REJECTED,URGENT,2025-09-19,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000391 for 86 ITEM-00058s from WH 201 Status: REJECTED. Need-by: 2025-05-30. Delay: no delay. Destination: INVENTORY.,
REQ-0000012,900496,ITEM-00037,186,EA,EXPENSE,2025-10-07,201,,SO-0000035,Z5ND8D,REQUIRES REAPPROVAL,STD,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000012 for 186 ITEM-00037s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-10-07. Delay: no delay. Destination: EXPENSE.,
REQ-0000333,900497,ITEM-00115,107,PK,SHOP FLOOR,2025-05-17,201,,SO-0000021,T3398M,IN PROCESS,STD,2025-08-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000333 for 107 ITEM-00115s from WH 201 Status: IN PROCESS. Need-by: 2025-05-17. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000229,900498,ITEM-00003,176,EA,EXPENSE,2025-05-13,301,,SO-0000108,ALZMYJ,APPROVED,LOW,2025-08-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000229 for 176 ITEM-00003s from WH 301 Status: APPROVED. Need-by: 2025-05-13. Delay: no delay. Destination: EXPENSE.,
REQ-0000584,900499,ITEM-00274,128,PK,INVENTORY,2025-08-12,103,,SO-0000007,UK5GH1,IN PROCESS,LOW,2025-07-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000584 for 128 ITEM-00274s from WH 103 Status: IN PROCESS. Need-by: 2025-08-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000506,900500,ITEM-00069,104,EA,EXPENSE,2025-09-11,102,PO-0000061,,PPZSXT,IN PROCESS,LOW,2025-07-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000506 for 104 ITEM-00069s from WH 102 Status: IN PROCESS. Need-by: 2025-09-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000219,900501,ITEM-00093,76,BX,SHOP FLOOR,2025-07-30,103,PO-0000066,,2L968U,IN PROCESS,STD,2025-09-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000219 for 76 ITEM-00093s from WH 103 Status: IN PROCESS. Need-by: 2025-07-30. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000592,900502,ITEM-00155,41,CT,INVENTORY,2025-07-22,101,,SO-0000067,ZQBTNM,REJECTED,URGENT,2025-10-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000592 for 41 ITEM-00155s from WH 101 Status: REJECTED. Need-by: 2025-07-22. Delay: no delay. Destination: INVENTORY.,
REQ-0000205,900503,ITEM-00287,38,CT,EXPENSE,2025-05-09,101,PO-0000127,,UXTZEU,IN PROCESS,LOW,2025-08-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000205 for 38 ITEM-00287s from WH 101 Status: IN PROCESS. Need-by: 2025-05-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000542,900504,ITEM-00223,69,CT,EXPENSE,2025-08-18,201,,SO-0000053,CAW58K,APPROVED,URGENT,2025-07-17,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000542 for 69 ITEM-00223s from WH 201 Status: APPROVED. Need-by: 2025-08-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000635,900505,ITEM-00040,115,BX,SHOP FLOOR,2025-07-08,301,,SO-0000118,S9RW5E,REQUIRES REAPPROVAL,LOW,2025-08-11,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000635 for 115 ITEM-00040s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-08. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000229,900506,ITEM-00015,77,CT,INVENTORY,2025-06-01,102,PO-0000182,,ALZMYJ,APPROVED,LOW,2025-08-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000229 for 77 ITEM-00015s from WH 102 Status: APPROVED. Need-by: 2025-06-01. Delay: no delay. Destination: INVENTORY.,
REQ-0000520,900507,ITEM-00243,87,EA,SHOP FLOOR,2025-05-18,103,,SO-0000119,4N4P70,REJECTED,LOW,2025-09-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000520 for 87 ITEM-00243s from WH 103 Status: REJECTED. Need-by: 2025-05-18. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000680,900508,ITEM-00139,39,BX,SHOP FLOOR,2025-07-07,101,,SO-0000134,8B5GF9,IN PROCESS,URGENT,2025-08-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000680 for 39 ITEM-00139s from WH 101 Status: IN PROCESS. Need-by: 2025-07-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000063,900509,ITEM-00279,132,BX,INVENTORY,2025-05-02,101,PO-0000118,,JZH14D,APPROVED,STD,2025-07-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000063 for 132 ITEM-00279s from WH 101 Status: APPROVED. Need-by: 2025-05-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000442,900510,ITEM-00267,10,BX,EXPENSE,2025-06-03,301,PO-0000260,,6WPZO0,REQUIRES REAPPROVAL,LOW,2025-09-19,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000442 for 10 ITEM-00267s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-03. Delay: no delay. Destination: EXPENSE.,
REQ-0000080,900511,ITEM-00216,160,EA,INVENTORY,2025-09-23,201,,SO-0000015,LGHP84,IN PROCESS,URGENT,2025-08-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000080 for 160 ITEM-00216s from WH 201 Status: IN PROCESS. Need-by: 2025-09-23. Delay: no delay. Destination: INVENTORY.,
REQ-0000454,900512,ITEM-00192,41,PK,EXPENSE,2025-09-18,102,PO-0000089,,IV9F0E,REQUIRES REAPPROVAL,URGENT,2025-09-05,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000454 for 41 ITEM-00192s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000177,900513,ITEM-00228,45,EA,EXPENSE,2025-05-01,301,PO-0000130,,3VQQCF,APPROVED,STD,2025-07-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000177 for 45 ITEM-00228s from WH 301 Status: APPROVED. Need-by: 2025-05-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000205,900514,ITEM-00081,111,BX,SHOP FLOOR,2025-04-29,301,PO-0000082,,UXTZEU,IN PROCESS,LOW,2025-08-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000205 for 111 ITEM-00081s from WH 301 Status: IN PROCESS. Need-by: 2025-04-29. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000610,900515,ITEM-00215,64,CT,EXPENSE,2025-10-04,101,,SO-0000016,QO62Y6,APPROVED,URGENT,2025-08-31,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000610 for 64 ITEM-00215s from WH 101 Status: APPROVED. Need-by: 2025-10-04. Delay: no delay. Destination: EXPENSE.,
REQ-0000586,900516,ITEM-00081,53,BX,INVENTORY,2025-06-08,103,,SO-0000116,Y56WUW,REQUIRES REAPPROVAL,STD,2025-08-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000586 for 53 ITEM-00081s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-08. Delay: no delay. Destination: INVENTORY.,
REQ-0000493,900517,ITEM-00016,134,BX,EXPENSE,2025-05-11,103,PO-0000105,,442HH3,REQUIRES REAPPROVAL,URGENT,2025-06-29,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000493 for 134 ITEM-00016s from WH 103 Status: REQUIRES REAPPROVAL. Need-by: 2025-05-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000471,900518,ITEM-00014,50,EA,SHOP FLOOR,2025-05-20,201,PO-0000080,,ZXIFZF,REJECTED,LOW,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000471 for 50 ITEM-00014s from WH 201 Status: REJECTED. Need-by: 2025-05-20. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000513,900519,ITEM-00167,160,PK,SHOP FLOOR,2025-09-14,201,,SO-0000039,BT54AB,REJECTED,STD,2025-10-12,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000513 for 160 ITEM-00167s from WH 201 Status: REJECTED. Need-by: 2025-09-14. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000256,900520,ITEM-00244,127,CT,EXPENSE,2025-10-09,103,,SO-0000005,YAYP37,IN PROCESS,STD,2025-07-01,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000256 for 127 ITEM-00244s from WH 103 Status: IN PROCESS. Need-by: 2025-10-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000339,900521,ITEM-00129,99,BX,INVENTORY,2025-09-14,101,,SO-0000039,44P328,REQUIRES REAPPROVAL,URGENT,2025-10-15,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000339 for 99 ITEM-00129s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-09-14. Delay: no delay. Destination: INVENTORY.,
REQ-0000013,900522,ITEM-00171,61,EA,EXPENSE,2025-09-18,201,,SO-0000084,TYTEY1,APPROVED,LOW,2025-09-20,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000013 for 61 ITEM-00171s from WH 201 Status: APPROVED. Need-by: 2025-09-18. Delay: no delay. Destination: EXPENSE.,
REQ-0000275,900523,ITEM-00245,156,EA,INVENTORY,2025-08-29,101,PO-0000159,,4AC1XG,IN PROCESS,STD,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000275 for 156 ITEM-00245s from WH 101 Status: IN PROCESS. Need-by: 2025-08-29. Delay: no delay. Destination: INVENTORY.,
REQ-0000491,900524,ITEM-00070,193,EA,SHOP FLOOR,2025-05-05,101,,SO-0000072,BSDVH4,APPROVED,LOW,2025-10-08,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000491 for 193 ITEM-00070s from WH 101 Status: APPROVED. Need-by: 2025-05-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000312,900525,ITEM-00279,37,PK,SHOP FLOOR,2025-08-11,102,PO-0000269,,2VQGGX,APPROVED,LOW,2025-09-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000312 for 37 ITEM-00279s from WH 102 Status: APPROVED. Need-by: 2025-08-11. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000008,900526,ITEM-00295,90,PK,SHOP FLOOR,2025-05-25,101,,SO-0000108,QOF14A,REJECTED,LOW,2025-07-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000008 for 90 ITEM-00295s from WH 101 Status: REJECTED. Need-by: 2025-05-25. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000361,900527,ITEM-00054,67,CT,SHOP FLOOR,2025-06-06,101,,SO-0000056,VG5W2G,REJECTED,URGENT,2025-08-05,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000361 for 67 ITEM-00054s from WH 101 Status: REJECTED. Need-by: 2025-06-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000134,900528,ITEM-00083,110,PK,EXPENSE,2025-06-05,301,PO-0000131,,GQH3ZD,REQUIRES REAPPROVAL,LOW,2025-08-18,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000134 for 110 ITEM-00083s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-06-05. Delay: no delay. Destination: EXPENSE.,
REQ-0000120,900529,ITEM-00105,37,CT,INVENTORY,2025-04-26,103,,SO-0000073,N57L8U,IN PROCESS,URGENT,2025-07-07,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000120 for 37 ITEM-00105s from WH 103 Status: IN PROCESS. Need-by: 2025-04-26. Delay: no delay. Destination: INVENTORY.,
REQ-0000545,900530,ITEM-00100,99,BX,INVENTORY,2025-08-16,301,,SO-0000055,G3XOPN,APPROVED,LOW,2025-09-22,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000545 for 99 ITEM-00100s from WH 301 Status: APPROVED. Need-by: 2025-08-16. Delay: no delay. Destination: INVENTORY.,
REQ-0000040,900531,ITEM-00280,49,BX,SHOP FLOOR,2025-09-01,201,PO-0000243,,VGJE9D,APPROVED,LOW,2025-09-24,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000040 for 49 ITEM-00280s from WH 201 Status: APPROVED. Need-by: 2025-09-01. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000171,900532,ITEM-00190,162,CT,EXPENSE,2025-05-01,101,PO-0000014,,NP8VTG,REJECTED,STD,2025-07-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000171 for 162 ITEM-00190s from WH 101 Status: REJECTED. Need-by: 2025-05-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000694,900533,ITEM-00123,91,EA,EXPENSE,2025-09-06,103,PO-0000125,,OLRYNU,IN PROCESS,LOW,2025-07-25,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000694 for 91 ITEM-00123s from WH 103 Status: IN PROCESS. Need-by: 2025-09-06. Delay: no delay. Destination: EXPENSE.,
REQ-0000332,900534,ITEM-00027,55,CT,SHOP FLOOR,2025-08-26,101,PO-0000024,,Y2J8AY,REQUIRES REAPPROVAL,URGENT,2025-10-13,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000332 for 55 ITEM-00027s from WH 101 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-26. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000117,900535,ITEM-00149,18,CT,INVENTORY,2025-07-09,301,,SO-0000113,4V2QQ2,REJECTED,URGENT,2025-09-16,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000117 for 18 ITEM-00149s from WH 301 Status: REJECTED. Need-by: 2025-07-09. Delay: no delay. Destination: INVENTORY.,
REQ-0000017,900536,ITEM-00227,113,CT,EXPENSE,2025-10-15,103,PO-0000240,,J5AQO9,REJECTED,STD,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000017 for 113 ITEM-00227s from WH 103 Status: REJECTED. Need-by: 2025-10-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000244,900537,ITEM-00293,146,EA,EXPENSE,2025-08-22,102,,SO-0000080,TDR44X,REQUIRES REAPPROVAL,STD,2025-08-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000244 for 146 ITEM-00293s from WH 102 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-22. Delay: no delay. Destination: EXPENSE.,
REQ-0000167,900538,ITEM-00039,177,BX,INVENTORY,2025-09-27,101,PO-0000092,,1IBIPK,APPROVED,URGENT,2025-06-28,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000167 for 177 ITEM-00039s from WH 101 Status: APPROVED. Need-by: 2025-09-27. Delay: no delay. Destination: INVENTORY.,
REQ-0000533,900539,ITEM-00136,197,BX,EXPENSE,2025-09-01,103,,SO-0000044,NBYUYT,REJECTED,URGENT,2025-07-26,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000533 for 197 ITEM-00136s from WH 103 Status: REJECTED. Need-by: 2025-09-01. Delay: no delay. Destination: EXPENSE.,
REQ-0000220,900540,ITEM-00155,107,EA,SHOP FLOOR,2025-06-05,201,PO-0000036,,VKM00W,APPROVED,LOW,2025-07-22,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000220 for 107 ITEM-00155s from WH 201 Status: APPROVED. Need-by: 2025-06-05. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000214,900541,ITEM-00210,4,CT,EXPENSE,2025-07-17,101,PO-0000070,,S3QJ4K,APPROVED,LOW,2025-09-23,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000214 for 4 ITEM-00210s from WH 101 Status: APPROVED. Need-by: 2025-07-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000261,900542,ITEM-00195,7,EA,SHOP FLOOR,2025-06-13,103,PO-0000245,,A0TACH,IN PROCESS,URGENT,2025-10-16,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000261 for 7 ITEM-00195s from WH 103 Status: IN PROCESS. Need-by: 2025-06-13. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000422,900543,ITEM-00268,117,BX,INVENTORY,2025-07-11,102,PO-0000197,,GD7CG9,IN PROCESS,URGENT,2025-07-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000422 for 117 ITEM-00268s from WH 102 Status: IN PROCESS. Need-by: 2025-07-11. Delay: no delay. Destination: INVENTORY.,
REQ-0000515,900544,ITEM-00160,104,PK,INVENTORY,2025-05-20,301,PO-0000131,,KJXFPI,APPROVED,STD,2025-08-21,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000515 for 104 ITEM-00160s from WH 301 Status: APPROVED. Need-by: 2025-05-20. Delay: no delay. Destination: INVENTORY.,
REQ-0000538,900545,ITEM-00246,36,BX,EXPENSE,2025-10-15,102,,SO-0000055,MOY9NQ,REJECTED,URGENT,2025-06-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000538 for 36 ITEM-00246s from WH 102 Status: REJECTED. Need-by: 2025-10-15. Delay: no delay. Destination: EXPENSE.,
REQ-0000014,900546,ITEM-00005,20,PK,EXPENSE,2025-10-09,201,PO-0000090,,4W5Z6T,IN PROCESS,STD,2025-09-08,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000014 for 20 ITEM-00005s from WH 201 Status: IN PROCESS. Need-by: 2025-10-09. Delay: no delay. Destination: EXPENSE.,
REQ-0000044,900547,ITEM-00257,152,PK,INVENTORY,2025-09-09,103,PO-0000183,,89SLY9,IN PROCESS,LOW,2025-07-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000044 for 152 ITEM-00257s from WH 103 Status: IN PROCESS. Need-by: 2025-09-09. Delay: no delay. Destination: INVENTORY.,
REQ-0000190,900548,ITEM-00159,138,BX,INVENTORY,2025-05-02,102,,SO-0000106,Z77YD3,REJECTED,STD,2025-07-02,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000190 for 138 ITEM-00159s from WH 102 Status: REJECTED. Need-by: 2025-05-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000133,900549,ITEM-00290,38,BX,EXPENSE,2025-05-25,102,,SO-0000023,J0QD3A,IN PROCESS,STD,2025-09-13,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000133 for 38 ITEM-00290s from WH 102 Status: IN PROCESS. Need-by: 2025-05-25. Delay: no delay. Destination: EXPENSE.,
REQ-0000636,900550,ITEM-00172,171,EA,EXPENSE,2025-09-10,102,,SO-0000013,0456H1,IN PROCESS,LOW,2025-07-27,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000636 for 171 ITEM-00172s from WH 102 Status: IN PROCESS. Need-by: 2025-09-10. Delay: no delay. Destination: EXPENSE.,
REQ-0000477,900551,ITEM-00238,73,PK,EXPENSE,2025-07-17,201,,SO-0000083,OQRCNP,REQUIRES REAPPROVAL,LOW,2025-09-03,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000477 for 73 ITEM-00238s from WH 201 Status: REQUIRES REAPPROVAL. Need-by: 2025-07-17. Delay: no delay. Destination: EXPENSE.,
REQ-0000653,900552,ITEM-00250,118,CT,EXPENSE,2025-10-11,102,PO-0000271,,MPAS5Y,IN PROCESS,LOW,2025-08-15,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000653 for 118 ITEM-00250s from WH 102 Status: IN PROCESS. Need-by: 2025-10-11. Delay: no delay. Destination: EXPENSE.,
REQ-0000504,900553,ITEM-00268,129,CT,SHOP FLOOR,2025-07-19,103,PO-0000157,,5WHCDY,IN PROCESS,LOW,2025-10-10,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000504 for 129 ITEM-00268s from WH 103 Status: IN PROCESS. Need-by: 2025-07-19. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000266,900554,ITEM-00115,93,PK,INVENTORY,2025-05-12,102,,SO-0000150,9AUBGX,REJECTED,LOW,2025-08-04,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000266 for 93 ITEM-00115s from WH 102 Status: REJECTED. Need-by: 2025-05-12. Delay: no delay. Destination: INVENTORY.,
REQ-0000460,900555,ITEM-00137,22,EA,SHOP FLOOR,2025-07-06,103,PO-0000076,,KOMCWY,APPROVED,URGENT,2025-06-26,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000460 for 22 ITEM-00137s from WH 103 Status: APPROVED. Need-by: 2025-07-06. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000575,900556,ITEM-00033,192,EA,INVENTORY,2025-09-24,102,,SO-0000007,MFUMM9,APPROVED,LOW,2025-06-21,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000575 for 192 ITEM-00033s from WH 102 Status: APPROVED. Need-by: 2025-09-24. Delay: no delay. Destination: INVENTORY.,
REQ-0000560,900557,ITEM-00050,36,EA,SHOP FLOOR,2025-07-03,201,PO-0000242,,0F7WOX,IN PROCESS,URGENT,2025-08-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000560 for 36 ITEM-00050s from WH 201 Status: IN PROCESS. Need-by: 2025-07-03. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000347,900558,ITEM-00041,68,PK,SHOP FLOOR,2025-10-07,301,,SO-0000152,64TWYV,REJECTED,LOW,2025-08-04,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000347 for 68 ITEM-00041s from WH 301 Status: REJECTED. Need-by: 2025-10-07. Delay: no delay. Destination: SHOP FLOOR.,
REQ-0000260,900559,ITEM-00053,143,BX,INVENTORY,2025-05-13,102,PO-0000104,,GR5S1F,APPROVED,URGENT,2025-09-02,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000260 for 143 ITEM-00053s from WH 102 Status: APPROVED. Need-by: 2025-05-13. Delay: no delay. Destination: INVENTORY.,
REQ-0000655,900560,ITEM-00206,108,PK,INVENTORY,2025-09-17,201,,SO-0000020,QQ4JLY,IN PROCESS,URGENT,2025-08-30,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000655 for 108 ITEM-00206s from WH 201 Status: IN PROCESS. Need-by: 2025-09-17. Delay: no delay. Destination: INVENTORY.,
REQ-0000378,900561,ITEM-00005,158,CT,INVENTORY,2025-07-27,301,PO-0000211,,3YRVXJ,REJECTED,URGENT,2025-10-18,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000378 for 158 ITEM-00005s from WH 301 Status: REJECTED. Need-by: 2025-07-27. Delay: no delay. Destination: INVENTORY.,
REQ-0000608,900562,ITEM-00197,58,PK,INVENTORY,2025-08-02,301,PO-0000231,,7B7ZK9,REQUIRES REAPPROVAL,STD,2025-09-12,EXTERNAL_PO,0.0,Internal Requisition,,REQ REQ-0000608 for 58 ITEM-00197s from WH 301 Status: REQUIRES REAPPROVAL. Need-by: 2025-08-02. Delay: no delay. Destination: INVENTORY.,
REQ-0000214,900563,ITEM-00277,33,PK,EXPENSE,2025-10-06,103,,SO-0000025,S3QJ4K,APPROVED,LOW,2025-09-23,INTERNAL_SO,0.0,Internal Requisition,,REQ REQ-0000214 for 33 ITEM-00277s from WH 103 Status: APPROVED. Need-by: 2025-10-06. Delay: no delay. Destination: EXPENSE.,
