po_number,line_location_id,line_num,item,uom,organization_id,ordered_qty,received_qty,promised_date,need_by_date,last_receipt_date,accepted_qty,rejected_qty,buyer_user_id,vendor_name,po_status,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
PO-0000029,600152,8,ITEM-00213,CT,301,92,95,2025-09-24,2025-04-30,2025-09-23,92,3,FHZBDV,Globex Ltd,IN PROCESS,2025-08-19,146.0,Procurement,,PO PO-0000029 for 92 ITEM-00213s from Globex Ltd to WH 301. Status: IN PROCESS. ETA: 2025-04-30. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000042,600153,1,ITEM-00086,EA,103,24,21,2025-07-11,2025-05-09,2025-09-11,21,0,FMDBIE,Contoso Supply,REQUIRES REAPPROVAL,2025-07-02,162.0,Procurement,,PO PO-0000042 for 24 ITEM-00086s from Contoso Supply to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-05-09. Delay: 162 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000140,600154,9,ITEM-00140,BX,201,50,46,2025-09-13,2025-08-27,2025-10-08,46,0,L4HJYV,Wayne Industrial,REQUIRES REAPPROVAL,2025-07-19,52.0,Procurement,,PO PO-0000140 for 50 ITEM-00140s from Wayne Industrial to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-08-27. Delay: 52 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000211,600155,2,ITEM-00139,CT,102,180,181,2025-08-05,2025-09-04,2025-08-28,180,1,MOPVSP,Contoso Supply,REQUIRES REAPPROVAL,2025-07-18,0.0,Procurement,,PO PO-0000211 for 180 ITEM-00139s from Contoso Supply to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-09-04. Delay: no delay.,
PO-0000151,600156,2,ITEM-00041,PK,102,91,93,2025-10-30,2025-09-23,2025-10-06,91,2,6P3MR0,Wayne Industrial,IN PROCESS,2025-08-22,13.0,Procurement,,PO PO-0000151 for 91 ITEM-00041s from Wayne Industrial to WH 102. Status: IN PROCESS. ETA: 2025-09-23. Delay: 13 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000228,600157,7,ITEM-00218,PK,301,188,184,2025-10-20,2025-07-26,2025-10-15,184,0,U89DLS,Stark Logistics,APPROVED,2025-09-11,84.0,Procurement,,PO PO-0000228 for 188 ITEM-00218s from Stark Logistics to WH 301. Status: APPROVED. ETA: 2025-07-26. Delay: 84 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000220,600158,5,ITEM-00123,PK,301,184,181,2025-07-16,2025-06-12,2025-09-22,181,0,RQZN3C,Contoso Supply,APPROVED,2025-08-08,128.0,Procurement,,PO PO-0000220 for 184 ITEM-00123s from Contoso Supply to WH 301. Status: APPROVED. ETA: 2025-06-12. Delay: 128 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000117,600159,9,ITEM-00127,PK,102,19,23,2025-07-24,2025-08-17,2025-09-25,19,4,EXYW52,Initech,APPROVED,2025-08-05,39.0,Procurement,,PO PO-0000117 for 19 ITEM-00127s from Initech to WH 102. Status: APPROVED. ETA: 2025-08-17. Delay: 39 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000031,600160,1,ITEM-00209,CT,101,135,139,2025-07-25,2025-09-25,2025-10-11,135,4,2K37OW,Contoso Supply,APPROVED,2025-10-03,16.0,Procurement,,PO PO-0000031 for 135 ITEM-00209s from Contoso Supply to WH 101. Status: APPROVED. ETA: 2025-09-25. Delay: 16 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000096,600161,3,ITEM-00209,BX,201,128,124,2025-08-06,2025-06-22,2025-09-14,124,0,Q5ZQJB,Wayne Industrial,IN PROCESS,2025-09-13,118.0,Procurement,,PO PO-0000096 for 128 ITEM-00209s from Wayne Industrial to WH 201. Status: IN PROCESS. ETA: 2025-06-22. Delay: 118 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000178,600162,6,ITEM-00042,BX,103,153,152,2025-08-23,2025-10-17,2025-10-13,152,0,02NR7O,Acme Parts,IN PROCESS,2025-08-21,1.0,Procurement,,PO PO-0000178 for 153 ITEM-00042s from Acme Parts to WH 103. Status: IN PROCESS. ETA: 2025-10-17. Delay: 1 day.,
PO-0000220,600163,9,ITEM-00159,EA,102,119,122,2025-09-06,2025-05-30,2025-09-13,119,3,RQZN3C,Contoso Supply,APPROVED,2025-08-08,106.0,Procurement,,PO PO-0000220 for 119 ITEM-00159s from Contoso Supply to WH 102. Status: APPROVED. ETA: 2025-05-30. Delay: 106 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000209,600164,4,ITEM-00248,CT,102,124,125,2025-11-06,2025-06-29,2025-09-02,124,1,FTYU0F,Globex Ltd,REQUIRES REAPPROVAL,2025-09-02,65.0,Procurement,,PO PO-0000209 for 124 ITEM-00248s from Globex Ltd to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-06-29. Delay: 65 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000075,600165,9,ITEM-00163,EA,101,98,100,2025-07-16,2025-06-14,2025-09-21,98,2,M7NFX4,Globex Ltd,APPROVED,2025-06-23,99.0,Procurement,,PO PO-0000075 for 98 ITEM-00163s from Globex Ltd to WH 101. Status: APPROVED. ETA: 2025-06-14. Delay: 99 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000203,600166,3,ITEM-00006,EA,101,194,190,2025-11-03,2025-10-10,2025-09-01,190,0,8S2MK7,Acme Parts,APPROVED,2025-09-14,8.0,Procurement,,PO PO-0000203 for 194 ITEM-00006s from Acme Parts to WH 101. Status: APPROVED. ETA: 2025-10-10. Delay: 8 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000198,600167,7,ITEM-00195,BX,103,111,113,2025-08-25,2025-09-20,2025-08-31,111,2,0SZF87,Initech,REJECTED,2025-07-20,0.0,Procurement,,PO PO-0000198 for 111 ITEM-00195s from Initech to WH 103. Status: REJECTED. ETA: 2025-09-20. Delay: no delay.,
PO-0000210,600168,2,ITEM-00180,BX,301,198,198,2025-08-16,2025-06-02,2025-09-03,198,0,XVKSUQ,Globex Ltd,APPROVED,2025-09-26,93.0,Procurement,,PO PO-0000210 for 198 ITEM-00180s from Globex Ltd to WH 301. Status: APPROVED. ETA: 2025-06-02. Delay: 93 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000206,600169,4,ITEM-00295,EA,201,131,132,2025-09-16,2025-08-24,2025-10-11,131,1,5M3T9W,Globex Ltd,APPROVED,2025-09-29,48.0,Procurement,,PO PO-0000206 for 131 ITEM-00295s from Globex Ltd to WH 201. Status: APPROVED. ETA: 2025-08-24. Delay: 48 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000037,600170,1,ITEM-00119,PK,201,36,35,2025-09-08,2025-05-28,2025-10-17,35,0,SYF71A,Initech,IN PROCESS,2025-09-28,143.0,Procurement,,PO PO-0000037 for 36 ITEM-00119s from Initech to WH 201. Status: IN PROCESS. ETA: 2025-05-28. Delay: 143 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000190,600171,2,ITEM-00205,BX,301,198,200,2025-09-10,2025-05-30,2025-08-28,198,2,DLYA8Z,Contoso Supply,REQUIRES REAPPROVAL,2025-09-08,90.0,Procurement,,PO PO-0000190 for 198 ITEM-00205s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-05-30. Delay: 90 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000250,600172,5,ITEM-00271,CT,301,28,24,2025-08-02,2025-09-10,2025-10-09,24,0,ALK8X0,Acme Parts,IN PROCESS,2025-08-10,38.0,Procurement,,PO PO-0000250 for 28 ITEM-00271s from Acme Parts to WH 301. Status: IN PROCESS. ETA: 2025-09-10. Delay: 38 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000058,600173,1,ITEM-00168,CT,301,115,112,2025-08-28,2025-06-13,2025-09-07,112,0,CVGT0R,Contoso Supply,APPROVED,2025-08-01,127.0,Procurement,,PO PO-0000058 for 115 ITEM-00168s from Contoso Supply to WH 301. Status: APPROVED. ETA: 2025-06-13. Delay: 127 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000028,600174,3,ITEM-00094,BX,103,79,83,2025-07-11,2025-08-05,2025-09-26,79,4,K6TSFC,Contoso Supply,REJECTED,2025-06-24,52.0,Procurement,,PO PO-0000028 for 79 ITEM-00094s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-08-05. Delay: 52 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000226,600175,9,ITEM-00139,BX,101,91,92,2025-07-21,2025-08-31,2025-08-26,91,1,PZ4FD1,Umbrella,REQUIRES REAPPROVAL,2025-07-27,0.0,Procurement,,PO PO-0000226 for 91 ITEM-00139s from Umbrella to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-08-31. Delay: no delay.,
PO-0000043,600176,4,ITEM-00128,CT,101,138,135,2025-10-05,2025-09-03,2025-10-06,135,0,MJ8U8G,Initech,REQUIRES REAPPROVAL,2025-08-08,45.0,Procurement,,PO PO-0000043 for 138 ITEM-00128s from Initech to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-09-03. Delay: 45 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000064,600177,7,ITEM-00006,BX,102,65,62,2025-07-23,2025-05-25,2025-09-26,62,0,NIJBGW,Initech,APPROVED,2025-07-10,146.0,Procurement,,PO PO-0000064 for 65 ITEM-00006s from Initech to WH 102. Status: APPROVED. ETA: 2025-05-25. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000009,600178,3,ITEM-00024,PK,103,162,157,2025-08-31,2025-05-22,2025-09-10,157,0,7SWXW3,Acme Parts,APPROVED,2025-08-13,149.0,Procurement,,PO PO-0000009 for 162 ITEM-00024s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-05-22. Delay: 149 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000260,600179,6,ITEM-00284,PK,101,174,177,2025-07-28,2025-04-30,2025-09-23,174,3,AVSDB2,Globex Ltd,IN PROCESS,2025-09-26,146.0,Procurement,,PO PO-0000260 for 174 ITEM-00284s from Globex Ltd to WH 101. Status: IN PROCESS. ETA: 2025-04-30. Delay: 146 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000115,600180,5,ITEM-00218,PK,103,125,127,2025-10-21,2025-10-07,2025-10-17,125,2,GFGNNI,Wayne Industrial,REQUIRES REAPPROVAL,2025-10-02,10.0,Procurement,,PO PO-0000115 for 125 ITEM-00218s from Wayne Industrial to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-10-07. Delay: 10 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000168,600181,8,ITEM-00292,CT,301,123,121,2025-08-28,2025-08-11,2025-08-21,121,0,5Q6SF9,Umbrella,APPROVED,2025-09-27,68.0,Procurement,,PO PO-0000168 for 123 ITEM-00292s from Umbrella to WH 301. Status: APPROVED. ETA: 2025-08-11. Delay: 68 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000051,600182,3,ITEM-00168,PK,201,110,114,2025-10-09,2025-04-23,2025-10-14,110,4,I9MF1R,Acme Parts,IN PROCESS,2025-08-24,174.0,Procurement,,PO PO-0000051 for 110 ITEM-00168s from Acme Parts to WH 201. Status: IN PROCESS. ETA: 2025-04-23. Delay: 174 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000063,600183,5,ITEM-00225,EA,101,176,177,2025-07-14,2025-10-08,2025-09-06,176,1,0QEWMX,Initech,IN PROCESS,2025-10-10,0.0,Procurement,,PO PO-0000063 for 176 ITEM-00225s from Initech to WH 101. Status: IN PROCESS. ETA: 2025-10-08. Delay: no delay.,
PO-0000043,600184,3,ITEM-00252,PK,103,165,162,2025-08-06,2025-08-13,2025-09-21,162,0,MJ8U8G,Initech,REQUIRES REAPPROVAL,2025-08-08,66.0,Procurement,,PO PO-0000043 for 165 ITEM-00252s from Initech to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-08-13. Delay: 66 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000224,600185,5,ITEM-00090,PK,201,191,194,2025-10-13,2025-08-11,2025-10-10,191,3,QCGZYM,Acme Parts,APPROVED,2025-06-26,60.0,Procurement,,PO PO-0000224 for 191 ITEM-00090s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-08-11. Delay: 60 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000043,600186,6,ITEM-00110,CT,102,156,153,2025-07-20,2025-07-19,2025-10-14,153,0,MJ8U8G,Initech,REQUIRES REAPPROVAL,2025-08-08,91.0,Procurement,,PO PO-0000043 for 156 ITEM-00110s from Initech to WH 102. Status: REQUIRES REAPPROVAL. ETA: 2025-07-19. Delay: 91 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000206,600187,6,ITEM-00014,PK,101,10,5,2025-09-09,2025-07-17,2025-08-24,5,0,5M3T9W,Globex Ltd,APPROVED,2025-09-29,93.0,Procurement,,PO PO-0000206 for 10 ITEM-00014s from Globex Ltd to WH 101. Status: APPROVED. ETA: 2025-07-17. Delay: 93 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000002,600188,1,ITEM-00054,EA,101,39,36,2025-07-22,2025-06-29,2025-09-14,36,0,1ZCO65,Acme Parts,REJECTED,2025-10-13,111.0,Procurement,,PO PO-0000002 for 39 ITEM-00054s from Acme Parts to WH 101. Status: REJECTED. ETA: 2025-06-29. Delay: 111 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000235,600189,9,ITEM-00234,PK,101,67,71,2025-08-24,2025-05-14,2025-09-01,67,4,40HAPD,Initech,IN PROCESS,2025-07-17,110.0,Procurement,,PO PO-0000235 for 67 ITEM-00234s from Initech to WH 101. Status: IN PROCESS. ETA: 2025-05-14. Delay: 110 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000230,600190,9,ITEM-00028,BX,201,116,119,2025-06-30,2025-07-08,2025-09-06,116,3,M0ESQX,Umbrella,IN PROCESS,2025-08-07,60.0,Procurement,,PO PO-0000230 for 116 ITEM-00028s from Umbrella to WH 201. Status: IN PROCESS. ETA: 2025-07-08. Delay: 60 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000177,600191,3,ITEM-00157,PK,103,96,97,2025-10-21,2025-07-30,2025-08-21,96,1,40PBGH,Umbrella,REJECTED,2025-09-18,22.0,Procurement,,PO PO-0000177 for 96 ITEM-00157s from Umbrella to WH 103. Status: REJECTED. ETA: 2025-07-30. Delay: 22 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000172,600192,6,ITEM-00079,EA,301,117,117,2025-09-03,2025-05-09,2025-09-14,117,0,91JNNY,Initech,REQUIRES REAPPROVAL,2025-07-16,128.0,Procurement,,PO PO-0000172 for 117 ITEM-00079s from Initech to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-05-09. Delay: 128 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000158,600193,2,ITEM-00117,PK,301,122,125,2025-08-26,2025-06-09,2025-10-06,122,3,IXNFOB,Acme Parts,IN PROCESS,2025-06-25,119.0,Procurement,,PO PO-0000158 for 122 ITEM-00117s from Acme Parts to WH 301. Status: IN PROCESS. ETA: 2025-06-09. Delay: 119 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000143,600194,1,ITEM-00265,PK,103,64,63,2025-11-03,2025-09-25,2025-10-03,63,0,K981IA,Acme Parts,APPROVED,2025-06-28,23.0,Procurement,,PO PO-0000143 for 64 ITEM-00265s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-09-25. Delay: 23 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000089,600195,1,ITEM-00299,EA,103,191,192,2025-08-29,2025-07-20,2025-08-23,191,1,QRPPBL,Contoso Supply,IN PROCESS,2025-08-10,34.0,Procurement,,PO PO-0000089 for 191 ITEM-00299s from Contoso Supply to WH 103. Status: IN PROCESS. ETA: 2025-07-20. Delay: 34 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000114,600196,6,ITEM-00230,BX,201,22,19,2025-09-08,2025-06-17,2025-09-03,19,0,HS3Z95,Umbrella,REJECTED,2025-08-17,123.0,Procurement,,PO PO-0000114 for 22 ITEM-00230s from Umbrella to WH 201. Status: REJECTED. ETA: 2025-06-17. Delay: 123 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000105,600197,3,ITEM-00275,CT,103,172,173,2025-08-16,2025-06-25,2025-08-27,172,1,YNL6YT,Wayne Industrial,APPROVED,2025-07-15,63.0,Procurement,,PO PO-0000105 for 172 ITEM-00275s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-06-25. Delay: 63 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000056,600198,8,ITEM-00290,CT,201,52,49,2025-09-26,2025-05-04,2025-10-07,49,0,9IFLGX,Globex Ltd,REJECTED,2025-08-01,167.0,Procurement,,PO PO-0000056 for 52 ITEM-00290s from Globex Ltd to WH 201. Status: REJECTED. ETA: 2025-05-04. Delay: 167 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000230,600199,7,ITEM-00034,BX,103,63,59,2025-10-05,2025-10-01,2025-09-06,59,0,M0ESQX,Umbrella,IN PROCESS,2025-08-07,17.0,Procurement,,PO PO-0000230 for 63 ITEM-00034s from Umbrella to WH 103. Status: IN PROCESS. ETA: 2025-10-01. Delay: 17 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000161,600200,3,ITEM-00004,CT,301,130,126,2025-07-22,2025-06-06,2025-09-30,126,0,GWL97B,Wayne Industrial,APPROVED,2025-10-02,134.0,Procurement,,PO PO-0000161 for 130 ITEM-00004s from Wayne Industrial to WH 301. Status: APPROVED. ETA: 2025-06-06. Delay: 134 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000023,600201,1,ITEM-00095,PK,102,192,196,2025-09-07,2025-10-16,2025-09-17,192,4,40655E,Acme Parts,IN PROCESS,2025-08-15,0.0,Procurement,,PO PO-0000023 for 192 ITEM-00095s from Acme Parts to WH 102. Status: IN PROCESS. ETA: 2025-10-16. Delay: no delay.,
PO-0000172,600202,8,ITEM-00269,EA,201,79,81,2025-08-14,2025-08-05,2025-08-24,79,2,91JNNY,Initech,REQUIRES REAPPROVAL,2025-07-16,19.0,Procurement,,PO PO-0000172 for 79 ITEM-00269s from Initech to WH 201. Status: REQUIRES REAPPROVAL. ETA: 2025-08-05. Delay: 19 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000052,600203,3,ITEM-00196,PK,103,182,181,2025-08-24,2025-08-01,2025-10-07,181,0,4U60SV,Wayne Industrial,APPROVED,2025-08-30,78.0,Procurement,,PO PO-0000052 for 182 ITEM-00196s from Wayne Industrial to WH 103. Status: APPROVED. ETA: 2025-08-01. Delay: 78 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000144,600204,2,ITEM-00035,BX,101,141,145,2025-09-26,2025-09-06,2025-09-06,141,4,S7V8OZ,Stark Logistics,APPROVED,2025-10-03,0.0,Procurement,,PO PO-0000144 for 141 ITEM-00035s from Stark Logistics to WH 101. Status: APPROVED. ETA: 2025-09-06. Delay: no delay.,
PO-0000056,600205,1,ITEM-00018,BX,301,109,104,2025-11-07,2025-05-24,2025-10-04,104,0,9IFLGX,Globex Ltd,REJECTED,2025-08-01,147.0,Procurement,,PO PO-0000056 for 109 ITEM-00018s from Globex Ltd to WH 301. Status: REJECTED. ETA: 2025-05-24. Delay: 147 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000078,600206,1,ITEM-00285,PK,102,83,83,2025-09-08,2025-06-08,2025-09-07,83,0,T5N8J5,Stark Logistics,APPROVED,2025-10-05,91.0,Procurement,,PO PO-0000078 for 83 ITEM-00285s from Stark Logistics to WH 102. Status: APPROVED. ETA: 2025-06-08. Delay: 91 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000237,600207,2,ITEM-00270,CT,201,83,82,2025-09-08,2025-10-02,2025-09-03,82,0,VQLVJJ,Contoso Supply,REJECTED,2025-10-16,16.0,Procurement,,PO PO-0000237 for 83 ITEM-00270s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-10-02. Delay: 16 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000194,600208,9,ITEM-00054,EA,201,87,82,2025-10-15,2025-08-09,2025-10-04,82,0,JOXKCW,Stark Logistics,REJECTED,2025-09-01,70.0,Procurement,,PO PO-0000194 for 87 ITEM-00054s from Stark Logistics to WH 201. Status: REJECTED. ETA: 2025-08-09. Delay: 70 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000026,600209,2,ITEM-00090,CT,101,157,156,2025-08-24,2025-05-15,2025-09-14,156,0,P9NHAB,Umbrella,REQUIRES REAPPROVAL,2025-09-03,156.0,Procurement,,PO PO-0000026 for 157 ITEM-00090s from Umbrella to WH 101. Status: REQUIRES REAPPROVAL. ETA: 2025-05-15. Delay: 156 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000001,600210,8,ITEM-00159,EA,103,145,149,2025-09-21,2025-05-21,2025-09-20,145,4,PLHS8J,Globex Ltd,APPROVED,2025-08-12,122.0,Procurement,,PO PO-0000001 for 145 ITEM-00159s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-05-21. Delay: 122 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000017,600211,7,ITEM-00243,PK,201,158,155,2025-10-02,2025-06-23,2025-09-25,155,0,PBLXBQ,Acme Parts,APPROVED,2025-09-29,117.0,Procurement,,PO PO-0000017 for 158 ITEM-00243s from Acme Parts to WH 201. Status: APPROVED. ETA: 2025-06-23. Delay: 117 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000270,600212,2,ITEM-00020,BX,201,52,49,2025-11-05,2025-08-30,2025-10-01,49,0,J4ZRNP,Stark Logistics,APPROVED,2025-07-23,49.0,Procurement,,PO PO-0000270 for 52 ITEM-00020s from Stark Logistics to WH 201. Status: APPROVED. ETA: 2025-08-30. Delay: 49 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000239,600213,7,ITEM-00123,CT,103,55,52,2025-10-21,2025-07-21,2025-08-22,52,0,OM9DFK,Globex Ltd,APPROVED,2025-06-27,89.0,Procurement,,PO PO-0000239 for 55 ITEM-00123s from Globex Ltd to WH 103. Status: APPROVED. ETA: 2025-07-21. Delay: 89 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000243,600214,4,ITEM-00008,PK,201,121,116,2025-08-05,2025-06-25,2025-09-27,116,0,KJY9JV,Contoso Supply,REJECTED,2025-08-26,115.0,Procurement,,PO PO-0000243 for 121 ITEM-00008s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-06-25. Delay: 115 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000208,600215,9,ITEM-00019,BX,201,152,149,2025-08-13,2025-07-23,2025-08-30,149,0,4YICUB,Initech,APPROVED,2025-07-26,87.0,Procurement,,PO PO-0000208 for 152 ITEM-00019s from Initech to WH 201. Status: APPROVED. ETA: 2025-07-23. Delay: 87 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000194,600216,7,ITEM-00059,EA,102,85,81,2025-07-13,2025-09-07,2025-10-15,81,0,JOXKCW,Stark Logistics,REJECTED,2025-09-01,41.0,Procurement,,PO PO-0000194 for 85 ITEM-00059s from Stark Logistics to WH 102. Status: REJECTED. ETA: 2025-09-07. Delay: 41 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000190,600217,7,ITEM-00186,BX,103,144,142,2025-10-11,2025-06-10,2025-09-25,142,0,DLYA8Z,Contoso Supply,REQUIRES REAPPROVAL,2025-09-08,130.0,Procurement,,PO PO-0000190 for 144 ITEM-00186s from Contoso Supply to WH 103. Status: REQUIRES REAPPROVAL. ETA: 2025-06-10. Delay: 130 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000236,600218,6,ITEM-00170,PK,102,1,1,2025-07-21,2025-05-31,2025-09-14,1,0,25QOXO,Initech,IN PROCESS,2025-08-01,106.0,Procurement,,PO PO-0000236 for 1 ITEM-00170 from Initech to WH 102. Status: IN PROCESS. ETA: 2025-05-31. Delay: 106 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000056,600219,5,ITEM-00225,PK,102,75,71,2025-07-12,2025-08-16,2025-08-27,71,0,9IFLGX,Globex Ltd,REJECTED,2025-08-01,63.0,Procurement,,PO PO-0000056 for 75 ITEM-00225s from Globex Ltd to WH 102. Status: REJECTED. ETA: 2025-08-16. Delay: 63 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000240,600220,2,ITEM-00179,EA,201,133,132,2025-10-15,2025-07-30,2025-10-18,132,0,UK07VC,Contoso Supply,REJECTED,2025-08-15,80.0,Procurement,,PO PO-0000240 for 133 ITEM-00179s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-07-30. Delay: 80 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000027,600221,7,ITEM-00047,EA,301,8,6,2025-11-10,2025-07-23,2025-09-08,6,0,DSUR3K,Contoso Supply,REQUIRES REAPPROVAL,2025-07-11,87.0,Procurement,,PO PO-0000027 for 8 ITEM-00047s from Contoso Supply to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-07-23. Delay: 87 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000240,600222,8,ITEM-00279,CT,301,159,161,2025-08-02,2025-08-14,2025-10-09,159,2,UK07VC,Contoso Supply,REJECTED,2025-08-15,56.0,Procurement,,PO PO-0000240 for 159 ITEM-00279s from Contoso Supply to WH 301. Status: REJECTED. ETA: 2025-08-14. Delay: 56 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000224,600223,4,ITEM-00287,PK,103,108,104,2025-07-07,2025-06-04,2025-08-21,104,0,QCGZYM,Acme Parts,APPROVED,2025-06-26,136.0,Procurement,,PO PO-0000224 for 108 ITEM-00287s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-06-04. Delay: 136 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000203,600224,1,ITEM-00088,PK,103,76,80,2025-08-11,2025-09-12,2025-08-26,76,4,8S2MK7,Acme Parts,APPROVED,2025-09-14,0.0,Procurement,,PO PO-0000203 for 76 ITEM-00088s from Acme Parts to WH 103. Status: APPROVED. ETA: 2025-09-12. Delay: no delay.,
PO-0000217,600225,4,ITEM-00235,PK,103,143,143,2025-07-17,2025-10-10,2025-09-21,143,0,1ZRG2C,Contoso Supply,REJECTED,2025-09-01,0.0,Procurement,,PO PO-0000217 for 143 ITEM-00235s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-10-10. Delay: no delay.,
PO-0000243,600226,1,ITEM-00120,CT,201,42,45,2025-10-29,2025-05-14,2025-09-26,42,3,KJY9JV,Contoso Supply,REJECTED,2025-08-26,135.0,Procurement,,PO PO-0000243 for 42 ITEM-00120s from Contoso Supply to WH 201. Status: REJECTED. ETA: 2025-05-14. Delay: 135 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000068,600227,7,ITEM-00167,PK,301,192,191,2025-08-04,2025-05-23,2025-09-07,191,0,NSIAO5,Initech,REQUIRES REAPPROVAL,2025-07-21,148.0,Procurement,,PO PO-0000068 for 192 ITEM-00167s from Initech to WH 301. Status: REQUIRES REAPPROVAL. ETA: 2025-05-23. Delay: 148 days. SLA: SLA_BREACH.,SLA_BREACH
PO-0000028,600228,4,ITEM-00279,EA,103,198,197,2025-08-14,2025-09-16,2025-08-26,197,0,K6TSFC,Contoso Supply,REJECTED,2025-06-24,32.0,Procurement,,PO PO-0000028 for 198 ITEM-00279s from Contoso Supply to WH 103. Status: REJECTED. ETA: 2025-09-16. Delay: 32 days. SLA: SLA_BREACH.,SLA_BREACH
