lpn_number,delivery_number,delivery_detail_id,serial_number,asset_tag,requested_by_user_id,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
LPN-0000081,DEL-000211,700244,SNO29HNNMD,AST-0EXHQU,YP1H0V,2025-09-06,0.0,Outbound Logistics,,SERIAL SNO29HNNMD in LPN LPN-0000081 (delivery DEL-000211) Created: 2025-09-06. Asset tag present.,
LPN-0000016,DEL-000155,700245,SN3025TA2E,AST-QE8JGN,TDTGWP,2025-10-10,0.0,Outbound Logistics,,SERIAL SN3025TA2E in LPN LPN-0000016 (delivery DEL-000155) Created: 2025-10-10. Asset tag present.,
LPN-0000016,DEL-000155,700245,SNT6F6MMSE,AST-Z140DE,TDTGWP,2025-10-10,0.0,Outbound Logistics,,SERIAL SNT6F6MMSE in LPN LPN-0000016 (delivery DEL-000155) Created: 2025-10-10. Asset tag present.,
LPN-0000016,DEL-000155,700245,SNJ2C2GE7R,AST-2FUED6,TDTGWP,2025-10-10,0.0,Outbound Logistics,,SERIAL SNJ2C2GE7R in LPN LPN-0000016 (delivery DEL-000155) Created: 2025-10-10. Asset tag present.,
LPN-0000062,DEL-000186,700246,SNFIBYUV4K,AST-GHIH4T,2ER4NR,2025-09-22,0.0,Outbound Logistics,,SERIAL SNFIBYUV4K in LPN LPN-0000062 (delivery DEL-000186) Created: 2025-09-22. Asset tag present.,
LPN-0000062,DEL-000186,700246,SNADQ797RM,AST-1TSCL4,2ER4NR,2025-09-22,0.0,Outbound Logistics,,SERIAL SNADQ797RM in LPN LPN-0000062 (delivery DEL-000186) Created: 2025-09-22. Asset tag present.,
LPN-0000050,DEL-000135,700247,SN0NAGEL8D,AST-8LFF5X,O3260T,2025-09-16,0.0,Outbound Logistics,,SERIAL SN0NAGEL8D in LPN LPN-0000050 (delivery DEL-000135) Created: 2025-09-16. Asset tag present.,
LPN-0000050,DEL-000135,700247,SNI88NEOEK,AST-FTDYEH,O3260T,2025-09-16,0.0,Outbound Logistics,,SERIAL SNI88NEOEK in LPN LPN-0000050 (delivery DEL-000135) Created: 2025-09-16. Asset tag present.,
LPN-0000134,DEL-000128,700248,SN4PN3VY0N,AST-C56PBV,JNM1IV,2025-10-11,0.0,Outbound Logistics,,SERIAL SN4PN3VY0N in LPN LPN-0000134 (delivery DEL-000128) Created: 2025-10-11. Asset tag present.,
LPN-0000187,DEL-000107,700249,SN2MQPJC8M,AST-AZQ4VG,IFUISQ,2025-08-20,0.0,Outbound Logistics,,SERIAL SN2MQPJC8M in LPN LPN-0000187 (delivery DEL-000107) Created: 2025-08-20. Asset tag present.,
LPN-0000187,DEL-000107,700249,SNVSKAL0AW,AST-CX2Z9H,IFUISQ,2025-08-20,0.0,Outbound Logistics,,SERIAL SNVSKAL0AW in LPN LPN-0000187 (delivery DEL-000107) Created: 2025-08-20. Asset tag present.,
LPN-0000187,DEL-000107,700249,SNKNHWR830,AST-IUQ16L,IFUISQ,2025-08-20,0.0,Outbound Logistics,,SERIAL SNKNHWR830 in LPN LPN-0000187 (delivery DEL-000107) Created: 2025-08-20. Asset tag present.,
LPN-0000117,DEL-000036,700250,SNWL64UETH,AST-GPQNBZ,TVTV4A,2025-07-21,0.0,Outbound Logistics,,SERIAL SNWL64UETH in LPN LPN-0000117 (delivery DEL-000036) Created: 2025-07-21. Asset tag present.,
LPN-0000117,DEL-000036,700250,SNAPQMB9ZU,AST-48MSLD,TVTV4A,2025-07-21,0.0,Outbound Logistics,,SERIAL SNAPQMB9ZU in LPN LPN-0000117 (delivery DEL-000036) Created: 2025-07-21. Asset tag present.,
LPN-0000206,DEL-000138,700251,SNOHCRK7UN,AST-RU6XV2,GIV25K,2025-08-23,0.0,Outbound Logistics,,SERIAL SNOHCRK7UN in LPN LPN-0000206 (delivery DEL-000138) Created: 2025-08-23. Asset tag present.,
LPN-0000206,DEL-000138,700251,SNSOPFRTU1,AST-CBTSFY,GIV25K,2025-08-23,0.0,Outbound Logistics,,SERIAL SNSOPFRTU1 in LPN LPN-0000206 (delivery DEL-000138) Created: 2025-08-23. Asset tag present.,
LPN-0000061,DEL-000050,700252,SNNYSK67BN,AST-UN7WXE,H877H5,2025-09-13,0.0,Outbound Logistics,,SERIAL SNNYSK67BN in LPN LPN-0000061 (delivery DEL-000050) Created: 2025-09-13. Asset tag present.,
LPN-0000061,DEL-000050,700252,SNTTWR4IA1,AST-7OP71N,H877H5,2025-09-13,0.0,Outbound Logistics,,SERIAL SNTTWR4IA1 in LPN LPN-0000061 (delivery DEL-000050) Created: 2025-09-13. Asset tag present.,
LPN-0000061,DEL-000050,700252,SN9UAID5DA,AST-Z6S931,H877H5,2025-09-13,0.0,Outbound Logistics,,SERIAL SN9UAID5DA in LPN LPN-0000061 (delivery DEL-000050) Created: 2025-09-13. Asset tag present.,
LPN-0000061,DEL-000050,700252,SN0J2TRU4E,AST-AC1BQ4,H877H5,2025-09-13,0.0,Outbound Logistics,,SERIAL SN0J2TRU4E in LPN LPN-0000061 (delivery DEL-000050) Created: 2025-09-13. Asset tag present.,
LPN-0000109,DEL-000062,700253,SNHF3RPYF4,AST-IJ1TY6,JOI1K9,2025-09-30,0.0,Outbound Logistics,,SERIAL SNHF3RPYF4 in LPN LPN-0000109 (delivery DEL-000062) Created: 2025-09-30. Asset tag present.,
LPN-0000109,DEL-000062,700253,SNQMGNKFQV,AST-LRYP5S,JOI1K9,2025-09-30,0.0,Outbound Logistics,,SERIAL SNQMGNKFQV in LPN LPN-0000109 (delivery DEL-000062) Created: 2025-09-30. Asset tag present.,
LPN-0000109,DEL-000062,700253,SNPCEADKDP,AST-KQJTY9,JOI1K9,2025-09-30,0.0,Outbound Logistics,,SERIAL SNPCEADKDP in LPN LPN-0000109 (delivery DEL-000062) Created: 2025-09-30. Asset tag present.,
LPN-0000109,DEL-000062,700253,SNJTFTE9JQ,AST-LYXI0B,JOI1K9,2025-09-30,0.0,Outbound Logistics,,SERIAL SNJTFTE9JQ in LPN LPN-0000109 (delivery DEL-000062) Created: 2025-09-30. Asset tag present.,
LPN-0000109,DEL-000062,700253,SNKPJRX74C,AST-QQJ9YE,JOI1K9,2025-09-30,0.0,Outbound Logistics,,SERIAL SNKPJRX74C in LPN LPN-0000109 (delivery DEL-000062) Created: 2025-09-30. Asset tag present.,
LPN-0000188,DEL-000137,700254,SNHNQ1YOG8,AST-FDVJX3,D3VD9I,2025-09-03,0.0,Outbound Logistics,,SERIAL SNHNQ1YOG8 in LPN LPN-0000188 (delivery DEL-000137) Created: 2025-09-03. Asset tag present.,
LPN-0000188,DEL-000137,700254,SNF06FHF14,AST-W0SRVD,D3VD9I,2025-09-03,0.0,Outbound Logistics,,SERIAL SNF06FHF14 in LPN LPN-0000188 (delivery DEL-000137) Created: 2025-09-03. Asset tag present.,
LPN-0000188,DEL-000137,700254,SN5CWOZTQH,AST-YXEHYU,D3VD9I,2025-09-03,0.0,Outbound Logistics,,SERIAL SN5CWOZTQH in LPN LPN-0000188 (delivery DEL-000137) Created: 2025-09-03. Asset tag present.,
LPN-0000188,DEL-000137,700254,SNQPNUXZ45,AST-TENTD4,D3VD9I,2025-09-03,0.0,Outbound Logistics,,SERIAL SNQPNUXZ45 in LPN LPN-0000188 (delivery DEL-000137) Created: 2025-09-03. Asset tag present.,
LPN-0000188,DEL-000137,700254,SN29W50HRY,AST-9RKX2D,D3VD9I,2025-09-03,0.0,Outbound Logistics,,SERIAL SN29W50HRY in LPN LPN-0000188 (delivery DEL-000137) Created: 2025-09-03. Asset tag present.,
LPN-0000059,DEL-000189,700255,SNRGT5I050,AST-P349KE,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SNRGT5I050 in LPN LPN-0000059 (delivery DEL-000189) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000189,700255,SNWFYHBZ4H,AST-ON4GDG,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SNWFYHBZ4H in LPN LPN-0000059 (delivery DEL-000189) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000189,700255,SN3DQLU6B5,AST-YAT095,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SN3DQLU6B5 in LPN LPN-0000059 (delivery DEL-000189) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000189,700255,SN1GSXLNHL,AST-RWX19T,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SN1GSXLNHL in LPN LPN-0000059 (delivery DEL-000189) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000189,700255,SNH1LHMOQ4,AST-X2MUZE,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SNH1LHMOQ4 in LPN LPN-0000059 (delivery DEL-000189) Created: 2025-10-03. Asset tag present.,
LPN-0000215,DEL-000035,700256,SNURZ1W3TS,AST-ER9T43,PPH5PU,2025-09-08,0.0,Outbound Logistics,,SERIAL SNURZ1W3TS in LPN LPN-0000215 (delivery DEL-000035) Created: 2025-09-08. Asset tag present.,
LPN-0000215,DEL-000035,700256,SNZ7K477ZP,AST-W5FI34,PPH5PU,2025-09-08,0.0,Outbound Logistics,,SERIAL SNZ7K477ZP in LPN LPN-0000215 (delivery DEL-000035) Created: 2025-09-08. Asset tag present.,
LPN-0000215,DEL-000035,700256,SN1FT5L3I8,AST-0JUKGU,PPH5PU,2025-09-08,0.0,Outbound Logistics,,SERIAL SN1FT5L3I8 in LPN LPN-0000215 (delivery DEL-000035) Created: 2025-09-08. Asset tag present.,
LPN-0000215,DEL-000035,700256,SN1VIPAPGS,AST-8C454J,PPH5PU,2025-09-08,0.0,Outbound Logistics,,SERIAL SN1VIPAPGS in LPN LPN-0000215 (delivery DEL-000035) Created: 2025-09-08. Asset tag present.,
LPN-0000215,DEL-000035,700256,SNRHS1Y9ZY,AST-YPBPV5,PPH5PU,2025-09-08,0.0,Outbound Logistics,,SERIAL SNRHS1Y9ZY in LPN LPN-0000215 (delivery DEL-000035) Created: 2025-09-08. Asset tag present.,
LPN-0000107,DEL-000105,700257,SNBZA47CWW,AST-QUP7OA,0AQZTB,2025-10-17,0.0,Outbound Logistics,,SERIAL SNBZA47CWW in LPN LPN-0000107 (delivery DEL-000105) Created: 2025-10-17. Asset tag present.,
LPN-0000107,DEL-000105,700257,SN4WPQHLQT,AST-6X3AVP,0AQZTB,2025-10-17,0.0,Outbound Logistics,,SERIAL SN4WPQHLQT in LPN LPN-0000107 (delivery DEL-000105) Created: 2025-10-17. Asset tag present.,
LPN-0000200,DEL-000061,700258,SN08QJAH8A,AST-E4C2GZ,U69LOT,2025-08-30,0.0,Outbound Logistics,,SERIAL SN08QJAH8A in LPN LPN-0000200 (delivery DEL-000061) Created: 2025-08-30. Asset tag present.,
LPN-0000073,DEL-000166,700259,SNP36RRUG8,AST-O06DE9,18RT4V,2025-09-23,0.0,Outbound Logistics,,SERIAL SNP36RRUG8 in LPN LPN-0000073 (delivery DEL-000166) Created: 2025-09-23. Asset tag present.,
LPN-0000073,DEL-000166,700259,SNP4EXUODP,AST-8ZXWEV,18RT4V,2025-09-23,0.0,Outbound Logistics,,SERIAL SNP4EXUODP in LPN LPN-0000073 (delivery DEL-000166) Created: 2025-09-23. Asset tag present.,
LPN-0000073,DEL-000166,700259,SNLPL0O58W,AST-R76IFX,18RT4V,2025-09-23,0.0,Outbound Logistics,,SERIAL SNLPL0O58W in LPN LPN-0000073 (delivery DEL-000166) Created: 2025-09-23. Asset tag present.,
LPN-0000073,DEL-000166,700259,SN95BOGVCU,AST-ADMEK7,18RT4V,2025-09-23,0.0,Outbound Logistics,,SERIAL SN95BOGVCU in LPN LPN-0000073 (delivery DEL-000166) Created: 2025-09-23. Asset tag present.,
LPN-0000073,DEL-000166,700259,SNY73D0GVU,AST-3QTJCV,18RT4V,2025-09-23,0.0,Outbound Logistics,,SERIAL SNY73D0GVU in LPN LPN-0000073 (delivery DEL-000166) Created: 2025-09-23. Asset tag present.,
LPN-0000081,DEL-000205,700260,SNJ03WE5IF,AST-HB02K2,YP1H0V,2025-09-26,0.0,Outbound Logistics,,SERIAL SNJ03WE5IF in LPN LPN-0000081 (delivery DEL-000205) Created: 2025-09-26. Asset tag present.,
LPN-0000081,DEL-000205,700260,SNOYLWTG7E,AST-QBV4HG,YP1H0V,2025-09-26,0.0,Outbound Logistics,,SERIAL SNOYLWTG7E in LPN LPN-0000081 (delivery DEL-000205) Created: 2025-09-26. Asset tag present.,
LPN-0000081,DEL-000205,700260,SN4PQOD2AB,AST-2TPVRA,YP1H0V,2025-09-26,0.0,Outbound Logistics,,SERIAL SN4PQOD2AB in LPN LPN-0000081 (delivery DEL-000205) Created: 2025-09-26. Asset tag present.,
LPN-0000081,DEL-000205,700260,SN2X00OOZ6,AST-0PJP4G,YP1H0V,2025-09-26,0.0,Outbound Logistics,,SERIAL SN2X00OOZ6 in LPN LPN-0000081 (delivery DEL-000205) Created: 2025-09-26. Asset tag present.,
LPN-0000165,DEL-000135,700261,SNVZSU3QN2,AST-5A110D,Z9FIRJ,2025-09-15,0.0,Outbound Logistics,,SERIAL SNVZSU3QN2 in LPN LPN-0000165 (delivery DEL-000135) Created: 2025-09-15. Asset tag present.,
LPN-0000199,DEL-000050,700262,SNZVOZMQVS,AST-74G7QX,EA0NT9,2025-09-07,0.0,Outbound Logistics,,SERIAL SNZVOZMQVS in LPN LPN-0000199 (delivery DEL-000050) Created: 2025-09-07. Asset tag present.,
LPN-0000199,DEL-000050,700262,SNWCH5B19B,AST-ZALV5Q,EA0NT9,2025-09-07,0.0,Outbound Logistics,,SERIAL SNWCH5B19B in LPN LPN-0000199 (delivery DEL-000050) Created: 2025-09-07. Asset tag present.,
LPN-0000117,DEL-000036,700263,SNCWKIE6MY,AST-XJJCE7,TVTV4A,2025-07-21,0.0,Outbound Logistics,,SERIAL SNCWKIE6MY in LPN LPN-0000117 (delivery DEL-000036) Created: 2025-07-21. Asset tag present.,
LPN-0000117,DEL-000036,700263,SN517AOZL9,AST-HPAZKB,TVTV4A,2025-07-21,0.0,Outbound Logistics,,SERIAL SN517AOZL9 in LPN LPN-0000117 (delivery DEL-000036) Created: 2025-07-21. Asset tag present.,
LPN-0000228,DEL-000053,700264,SNJ4LIUXYF,AST-AV92DM,54O5KE,2025-09-23,0.0,Outbound Logistics,,SERIAL SNJ4LIUXYF in LPN LPN-0000228 (delivery DEL-000053) Created: 2025-09-23. Asset tag present.,
LPN-0000228,DEL-000053,700264,SNVKOFUJHN,AST-BP6YOW,54O5KE,2025-09-23,0.0,Outbound Logistics,,SERIAL SNVKOFUJHN in LPN LPN-0000228 (delivery DEL-000053) Created: 2025-09-23. Asset tag present.,
LPN-0000236,DEL-000042,700265,SNACNPR8B1,AST-L8OGRL,F4M129,2025-10-12,0.0,Outbound Logistics,,SERIAL SNACNPR8B1 in LPN LPN-0000236 (delivery DEL-000042) Created: 2025-10-12. Asset tag present.,
LPN-0000236,DEL-000042,700265,SNUQJDK5AI,AST-GACNS6,F4M129,2025-10-12,0.0,Outbound Logistics,,SERIAL SNUQJDK5AI in LPN LPN-0000236 (delivery DEL-000042) Created: 2025-10-12. Asset tag present.,
LPN-0000236,DEL-000042,700265,SNWKVS0FFG,AST-MO7L78,F4M129,2025-10-12,0.0,Outbound Logistics,,SERIAL SNWKVS0FFG in LPN LPN-0000236 (delivery DEL-000042) Created: 2025-10-12. Asset tag present.,
LPN-0000194,DEL-000038,700266,SN25SGVBG6,AST-9L23E6,VTV095,2025-09-16,0.0,Outbound Logistics,,SERIAL SN25SGVBG6 in LPN LPN-0000194 (delivery DEL-000038) Created: 2025-09-16. Asset tag present.,
LPN-0000043,DEL-000173,700267,SNDUM4AW3S,AST-GC12BH,AE45F5,2025-09-01,0.0,Outbound Logistics,,SERIAL SNDUM4AW3S in LPN LPN-0000043 (delivery DEL-000173) Created: 2025-09-01. Asset tag present.,
LPN-0000128,DEL-000195,700268,SNIWSS2ZZV,AST-2XNEVR,CQJBI8,2025-09-13,0.0,Outbound Logistics,,SERIAL SNIWSS2ZZV in LPN LPN-0000128 (delivery DEL-000195) Created: 2025-09-13. Asset tag present.,
LPN-0000128,DEL-000195,700268,SNYQF0JIP0,AST-1B447I,CQJBI8,2025-09-13,0.0,Outbound Logistics,,SERIAL SNYQF0JIP0 in LPN LPN-0000128 (delivery DEL-000195) Created: 2025-09-13. Asset tag present.,
LPN-0000104,DEL-000144,700269,SNUJE9MHPX,AST-DWJ1OG,0Y062Z,2025-09-14,0.0,Outbound Logistics,,SERIAL SNUJE9MHPX in LPN LPN-0000104 (delivery DEL-000144) Created: 2025-09-14. Asset tag present.,
LPN-0000104,DEL-000144,700269,SNQ3ICI853,AST-EQ7DNP,0Y062Z,2025-09-14,0.0,Outbound Logistics,,SERIAL SNQ3ICI853 in LPN LPN-0000104 (delivery DEL-000144) Created: 2025-09-14. Asset tag present.,
LPN-0000104,DEL-000144,700269,SNM97KT0I1,AST-RO646X,0Y062Z,2025-09-14,0.0,Outbound Logistics,,SERIAL SNM97KT0I1 in LPN LPN-0000104 (delivery DEL-000144) Created: 2025-09-14. Asset tag present.,
LPN-0000093,DEL-000194,700270,SNA74CTD91,AST-FIHQ7U,649KIN,2025-09-03,0.0,Outbound Logistics,,SERIAL SNA74CTD91 in LPN LPN-0000093 (delivery DEL-000194) Created: 2025-09-03. Asset tag present.,
LPN-0000093,DEL-000194,700270,SN7F2KT2MW,AST-POJSTN,649KIN,2025-09-03,0.0,Outbound Logistics,,SERIAL SN7F2KT2MW in LPN LPN-0000093 (delivery DEL-000194) Created: 2025-09-03. Asset tag present.,
LPN-0000093,DEL-000194,700270,SNUV11PMMK,AST-UYCSWM,649KIN,2025-09-03,0.0,Outbound Logistics,,SERIAL SNUV11PMMK in LPN LPN-0000093 (delivery DEL-000194) Created: 2025-09-03. Asset tag present.,
LPN-0000093,DEL-000194,700270,SNWJLBT6MB,AST-ZE0PDE,649KIN,2025-09-03,0.0,Outbound Logistics,,SERIAL SNWJLBT6MB in LPN LPN-0000093 (delivery DEL-000194) Created: 2025-09-03. Asset tag present.,
LPN-0000069,DEL-000165,700271,SNLLPR4WYD,AST-PYWN7N,ZGRY5X,2025-09-07,0.0,Outbound Logistics,,SERIAL SNLLPR4WYD in LPN LPN-0000069 (delivery DEL-000165) Created: 2025-09-07. Asset tag present.,
LPN-0000117,DEL-000187,700272,SNPDFE41LM,AST-AXHVM9,TVTV4A,2025-10-16,0.0,Outbound Logistics,,SERIAL SNPDFE41LM in LPN LPN-0000117 (delivery DEL-000187) Created: 2025-10-16. Asset tag present.,
LPN-0000117,DEL-000187,700272,SNJRTEYE1Q,AST-7BL8E4,TVTV4A,2025-10-16,0.0,Outbound Logistics,,SERIAL SNJRTEYE1Q in LPN LPN-0000117 (delivery DEL-000187) Created: 2025-10-16. Asset tag present.,
LPN-0000117,DEL-000187,700272,SN0SKNQ83T,AST-TTG6LB,TVTV4A,2025-10-16,0.0,Outbound Logistics,,SERIAL SN0SKNQ83T in LPN LPN-0000117 (delivery DEL-000187) Created: 2025-10-16. Asset tag present.,
LPN-0000232,DEL-000100,700273,SN5U34MGCA,AST-NHQUEC,6CBEQO,2025-10-01,0.0,Outbound Logistics,,SERIAL SN5U34MGCA in LPN LPN-0000232 (delivery DEL-000100) Created: 2025-10-01. Asset tag present.,
LPN-0000232,DEL-000100,700273,SNZ751A9LL,AST-89880T,6CBEQO,2025-10-01,0.0,Outbound Logistics,,SERIAL SNZ751A9LL in LPN LPN-0000232 (delivery DEL-000100) Created: 2025-10-01. Asset tag present.,
LPN-0000182,DEL-000130,700274,SNPB0ASBIP,AST-NVD47A,PYASL4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNPB0ASBIP in LPN LPN-0000182 (delivery DEL-000130) Created: 2025-10-06. Asset tag present.,
LPN-0000182,DEL-000130,700274,SNBECCB5TF,AST-G8FJJL,PYASL4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNBECCB5TF in LPN LPN-0000182 (delivery DEL-000130) Created: 2025-10-06. Asset tag present.,
LPN-0000182,DEL-000130,700274,SNH6XV8TIT,AST-1NJ8VE,PYASL4,2025-10-06,0.0,Outbound Logistics,,SERIAL SNH6XV8TIT in LPN LPN-0000182 (delivery DEL-000130) Created: 2025-10-06. Asset tag present.,
LPN-0000182,DEL-000130,700274,SN1L6U8JSS,AST-YHUWOU,PYASL4,2025-10-06,0.0,Outbound Logistics,,SERIAL SN1L6U8JSS in LPN LPN-0000182 (delivery DEL-000130) Created: 2025-10-06. Asset tag present.,
LPN-0000086,DEL-000010,700275,SNT39E33TF,AST-SCWPJ0,7T6JDE,2025-09-05,0.0,Outbound Logistics,,SERIAL SNT39E33TF in LPN LPN-0000086 (delivery DEL-000010) Created: 2025-09-05. Asset tag present.,
LPN-0000086,DEL-000010,700275,SNPOVT6ZR7,AST-B0CXYI,7T6JDE,2025-09-05,0.0,Outbound Logistics,,SERIAL SNPOVT6ZR7 in LPN LPN-0000086 (delivery DEL-000010) Created: 2025-09-05. Asset tag present.,
LPN-0000086,DEL-000010,700275,SNON2077O8,AST-YW3CWZ,7T6JDE,2025-09-05,0.0,Outbound Logistics,,SERIAL SNON2077O8 in LPN LPN-0000086 (delivery DEL-000010) Created: 2025-09-05. Asset tag present.,
LPN-0000172,DEL-000036,700276,SNOUQLZ75I,AST-TS1PRB,9JLRQB,2025-09-04,0.0,Outbound Logistics,,SERIAL SNOUQLZ75I in LPN LPN-0000172 (delivery DEL-000036) Created: 2025-09-04. Asset tag present.,
LPN-0000172,DEL-000036,700276,SNXWU3HLU7,AST-XVTDMK,9JLRQB,2025-09-04,0.0,Outbound Logistics,,SERIAL SNXWU3HLU7 in LPN LPN-0000172 (delivery DEL-000036) Created: 2025-09-04. Asset tag present.,
LPN-0000149,DEL-000173,700277,SNNHMPF0RE,AST-ZNPZ1M,7PFVZY,2025-09-25,0.0,Outbound Logistics,,SERIAL SNNHMPF0RE in LPN LPN-0000149 (delivery DEL-000173) Created: 2025-09-25. Asset tag present.,
LPN-0000149,DEL-000173,700277,SN3P8LE700,AST-4YO73P,7PFVZY,2025-09-25,0.0,Outbound Logistics,,SERIAL SN3P8LE700 in LPN LPN-0000149 (delivery DEL-000173) Created: 2025-09-25. Asset tag present.,
LPN-0000149,DEL-000173,700277,SNV3VYBUEK,AST-IZER3E,7PFVZY,2025-09-25,0.0,Outbound Logistics,,SERIAL SNV3VYBUEK in LPN LPN-0000149 (delivery DEL-000173) Created: 2025-09-25. Asset tag present.,
LPN-0000059,DEL-000061,700278,SNNY40BX7P,AST-QMAEL7,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SNNY40BX7P in LPN LPN-0000059 (delivery DEL-000061) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000061,700278,SNWANMUKLT,AST-WIB5WF,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SNWANMUKLT in LPN LPN-0000059 (delivery DEL-000061) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000061,700278,SN27V9XHH9,AST-87GK9H,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SN27V9XHH9 in LPN LPN-0000059 (delivery DEL-000061) Created: 2025-10-03. Asset tag present.,
LPN-0000059,DEL-000061,700278,SN3LP149BF,AST-4WAWZG,UQ57Q4,2025-10-03,0.0,Outbound Logistics,,SERIAL SN3LP149BF in LPN LPN-0000059 (delivery DEL-000061) Created: 2025-10-03. Asset tag present.,
LPN-0000132,DEL-000175,700279,SNXI76CUF7,AST-NV23I3,YHW7NH,2025-08-30,0.0,Outbound Logistics,,SERIAL SNXI76CUF7 in LPN LPN-0000132 (delivery DEL-000175) Created: 2025-08-30. Asset tag present.,
LPN-0000132,DEL-000175,700279,SNNK3BGSWH,AST-O6YCTS,YHW7NH,2025-08-30,0.0,Outbound Logistics,,SERIAL SNNK3BGSWH in LPN LPN-0000132 (delivery DEL-000175) Created: 2025-08-30. Asset tag present.,
LPN-0000132,DEL-000175,700279,SND06972C7,AST-MJ52FK,YHW7NH,2025-08-30,0.0,Outbound Logistics,,SERIAL SND06972C7 in LPN LPN-0000132 (delivery DEL-000175) Created: 2025-08-30. Asset tag present.,
LPN-0000132,DEL-000175,700279,SN12NZC5HS,AST-BWRF0S,YHW7NH,2025-08-30,0.0,Outbound Logistics,,SERIAL SN12NZC5HS in LPN LPN-0000132 (delivery DEL-000175) Created: 2025-08-30. Asset tag present.,
LPN-0000124,DEL-000069,700280,SN6KD5FCKO,AST-79QO9V,HKDM72,2025-09-21,0.0,Outbound Logistics,,SERIAL SN6KD5FCKO in LPN LPN-0000124 (delivery DEL-000069) Created: 2025-09-21. Asset tag present.,
LPN-0000124,DEL-000069,700280,SNIM3O7QPO,AST-XIAZZZ,HKDM72,2025-09-21,0.0,Outbound Logistics,,SERIAL SNIM3O7QPO in LPN LPN-0000124 (delivery DEL-000069) Created: 2025-09-21. Asset tag present.,
LPN-0000124,DEL-000069,700280,SNREF57IT9,AST-WIP6OO,HKDM72,2025-09-21,0.0,Outbound Logistics,,SERIAL SNREF57IT9 in LPN LPN-0000124 (delivery DEL-000069) Created: 2025-09-21. Asset tag present.,
LPN-0000239,DEL-000122,700281,SN41G1LNVK,AST-1KHSW6,ILCA1T,2025-10-16,0.0,Outbound Logistics,,SERIAL SN41G1LNVK in LPN LPN-0000239 (delivery DEL-000122) Created: 2025-10-16. Asset tag present.,
LPN-0000009,DEL-000140,700282,SNT0Y64JMV,AST-KXV8OB,W5IFFJ,2025-08-06,0.0,Outbound Logistics,,SERIAL SNT0Y64JMV in LPN LPN-0000009 (delivery DEL-000140) Created: 2025-08-06. Asset tag present.,
LPN-0000042,DEL-000042,700283,SNQ9WDHSAF,AST-P7867V,CUCVCE,2025-10-12,0.0,Outbound Logistics,,SERIAL SNQ9WDHSAF in LPN LPN-0000042 (delivery DEL-000042) Created: 2025-10-12. Asset tag present.,
LPN-0000042,DEL-000042,700283,SN5PNHNWIN,AST-LRF7UY,CUCVCE,2025-10-12,0.0,Outbound Logistics,,SERIAL SN5PNHNWIN in LPN LPN-0000042 (delivery DEL-000042) Created: 2025-10-12. Asset tag present.,
LPN-0000201,DEL-000025,700284,SN7UZXGNF6,AST-MRCQJC,V5X5WN,2025-09-27,0.0,Outbound Logistics,,SERIAL SN7UZXGNF6 in LPN LPN-0000201 (delivery DEL-000025) Created: 2025-09-27. Asset tag present.,
LPN-0000201,DEL-000025,700284,SND9AVYFAT,AST-3988SN,V5X5WN,2025-09-27,0.0,Outbound Logistics,,SERIAL SND9AVYFAT in LPN LPN-0000201 (delivery DEL-000025) Created: 2025-09-27. Asset tag present.,
LPN-0000201,DEL-000025,700284,SNNBF06772,AST-U4NYA3,V5X5WN,2025-09-27,0.0,Outbound Logistics,,SERIAL SNNBF06772 in LPN LPN-0000201 (delivery DEL-000025) Created: 2025-09-27. Asset tag present.,
LPN-0000201,DEL-000025,700284,SNOG4OSI4E,AST-C9XWNQ,V5X5WN,2025-09-27,0.0,Outbound Logistics,,SERIAL SNOG4OSI4E in LPN LPN-0000201 (delivery DEL-000025) Created: 2025-09-27. Asset tag present.,
LPN-0000148,DEL-000163,700285,SN86C637B8,AST-PDQ6TA,NPJQPL,2025-10-08,0.0,Outbound Logistics,,SERIAL SN86C637B8 in LPN LPN-0000148 (delivery DEL-000163) Created: 2025-10-08. Asset tag present.,
LPN-0000148,DEL-000163,700285,SNPQJNUTO8,AST-F7AFTI,NPJQPL,2025-10-08,0.0,Outbound Logistics,,SERIAL SNPQJNUTO8 in LPN LPN-0000148 (delivery DEL-000163) Created: 2025-10-08. Asset tag present.,
